0,900
0,900
0,2143
0,1454
0,111
0,112
0,112
0,0
0,1954
0,840
0,1701
0,137
0,0
0,2038
0,0
0,0
0,163
0,533
0,900
0,722
0,1009
0,1650
0,317
0,1074
0,2089
0,2116
0,0
0,369
0,2070
0,317
0,0
0,0
0,644
0,1905
0,1622
0,0
0,1363
0,0
0,0
0,74
0,630
0,0
0,735
0,2038
0,900
0,336
0,2143
0,630
0,900
0,0
0,900
0,900
0,1454
0,2143
0,280
0,111
0,615
0,112
0,111
0,317
0,1321
0,112
0,1425
0,256
0,0
0,302
0,0
0,1954
0,1080
0,2038
0,137
0,1701
0,900
0,1009
0,0
0,0
0,1400
0,317
0,163
0,533
0,0
0,0
0,0
0,302
0,1074
0,975
0,2143
0,644
0,0
0,1905
0,0
0,722
0,0
0,1091
0,1313
0,840
0,1639
0,900
0,2143
0,900
0,0
0,630
0,0
0,1454
0,2143
0,112
0,2065
0,112
0,111
0,900
0,302
0,0
0,317
0,975
0,2038
0,1009
0,1425
0,1576
0,2123
0,615
0,900
0,280
0,0
0,1954
0,1080
0,0
0,0
0,0
0,317
0,111
0,1313
0,558
0,0
0,137
0,318
0,0
0,644
0,302
0,0
0,0
0,1701
0,1321
0,1074
0,0
0,58
0,1639
0,900
0,2065
0,2038
0,2143
0,900
0,1154
0,0
0,2143
0,630
0,2123
0,1454
0,112
0,0
0,0
0,975
0,112
0,317
0,856
0,302
0,111
0,1425
0,900
0,0
0,1425
0,0
0,1009
0,0
0,0
0,210
0,2038
0,900
0,0
0,0
0,0
0,644
0,1080
0,317
0,0
0,1954
0,77
0,615
0,302
0,0
0,318
0,0
0,1313
0,0
0,280
0,1639
0,900
0,0
0,0
0,2129
0,1650
0,33
0,2143
0,1154
0,0
0,900
0,2143
0,2038
0,0
0,0
0,475
0,112
0,317
0,2065
0,630
0,0
0,1454
0,302
0,1104
0,975
0,112
0,975
0,957
0,0
0,1009
0,982
0,0
0,15
0,645
0,0
0,111
0,0
0,0
0,2123
0,0
0,0
0,0
0,0
0,1541
0,1571
0,0
0,0
0,0
0,1639
0,1650
0,33
0,1335
0,2129
0,900
0,0
0,0
0,1541
0,975
0,0
0,0
0,2143
0,1735
0,0
0,2038
0,1154
0,1650
0,2065
0,900
0,2143
0,196
0,317
0,0
0,112
0,0
0,486
0,0
0,975
0,475
0,302
0,112
0,982
0,0
0,645
0,1334
0,318
0,840
0,1756
0,0
0,1770
0,630
0,957
0,0
0,0
0,1009
0,668
0,2070
0,0
0,911
0,121
0,0
0,1650
0,1639
0,0
0,196
0,0
0,2014
0,33
0,2129
0,0
0,900
0,486
0,0
0,0
0,2186
0,0
0,2186
0,0
0,1335
0,2143
0,2038
0,1019
0,962
0,975
0,0
0,900
0,1541
0,1154
0,0
0,1873
0,2186
0,318
0,2143
0,2065
0,317
0,1770
0,1756
0,0
0,982
0,1650
0,719
0,0
0,302
0,112
0,975
0,196
0,0
0,911
0,911
0,1350
0,911
0,2059
0,121
0,524
0,0
0,0
0,1639
0,1650
0,773
0,196
0,0
0,33
0,0
0,2129
0,900
0,0
0,0
0,2014
0,957
0,2186
0,2143
0,2186
0,2038
0,0
0,900
0,0
0,2143
0,318
0,486
0,0
0,0
0,962
0,0
0,0
0,2186
0,975
0,889
0,1335
0,2065
0,982
0,1154
0,0
0,0
0,0
0,317
0,911
0,911
0,911
0,1350
0,0
0,121
0,0
0,2059
0,1639
0,524
0,196
0,1650
0,1290
0,33
0,0
0,773
0,900
0,0
0,957
0,2129
0,0
0,0
0,2186
0,900
0,0
0,318
0,2143
0,2014
0,0
0,2143
0,511
0,0
0,0
0,0
0,2065
0,0
0,2186
0,0
0,962
0,0
0,0
0,112
0,486
0,0
0,1335
0,0
0,0
0,128
0,137
0,1650
0,1866
0,2129
0,911
0,911
0,0
0,131
0,192
0,121
0,911
0,0
0,1954
0,1350
0,1954
0,1639
0,196
0,621
0,1650
0,2059
0,0
0,524
0,0
0,0
0,900
0,33
0,0
0,1335
0,0
0,511
0,2129
0,144
0,0
0,957
0,773
0,0
0,900
0,2143
0,957
0,1290
0,1576
0,0
0,0
0,0
0,318
0,0
0,0
0,0
0,0
0,2186
0,2123
0,1725
0,1650
0,911
0,911
0,1866
0,621
0,0
0,1335
0,345
0,2129
0,121
0,0
0,1350
0,911
0,0
0,1975
0,358
0,479
0,1161
0,1639
0,196
0,1650
0,1147
0,2059
0,1728
0,1458
0,1535
0,1981
0,131
0,0
0,479
0,900
0,0
0,0
0,414
0,192
0,144
0,1954
0,0
0,0
0,420
0,524
0,33
0,1954
0,479
0,2155
0,473
0,0
0,0
0,302
0,345
0,345
0,0
0,345
0,1650
0,1765
0,1650
0,911
0,345
0,345
0,1725
0,1975
0,345
0,345
0,911
0,345
0,0
0,0
0,0
0,0
0,1866
0,345
0,621
0,1335
0,0
0,1161
0,0
0,121
0,0
0,1350
0,479
0,2129
0,911
0,976
0,1639
0,0
0,196
0,0
0,0
0,1650
0,0
0,420
0,0
0,2155
0,1660
0,900
0,0
0,479
0,2059
0,345
0,345
0,345
0,345
0,345
0,345
0,345
0,345
0,0
0,0
0,0
0,345
