rank,°¡¼ö,ÀÛ°î,ÀÛ»ç,Æí°î
6,1352,1352,1471,2216
7,763,761,761,1668
8,1630,518,1920,600
9,1280,1501,1501,1162
10,2157,1922,1922,1106
11,1527,1945,1945,1945
12,1544,1295,1295,539
13,1996,1084,1974,1084
14,1547,2069,2069,159
15,1366,761,761,875
16,81,639,639,639
17,800,1056,1637,1653
18,1002,1084,1974,2045
19,1270,1979,1979,1979
20,1527,797,797,2220
21,1802,79,1853,79
22,1250,761,761,6
23,1268,761,761,1668
24,1545,1172,1998,1172
25,642,1295,590,539
26,1948,1948,1948,1852
27,1482,87,110,87
28,2184,180,180,310
29,1554,1676,1676,1676
30,2039,1106,725,1106
31,886,1876,1660,1067
32,2192,1707,1906,1707
33,1300,251,1300,251
34,250,725,725,725
35,1881,6,846,6
36,1280,1501,1501,1162
37,2184,1285,1593,1285
38,1104,1203,1203,1203
39,153,180,180,1454
40,1817,1985,1985,142
41,81,639,639,639
42,1248,1084,1974,2045
43,2080,1339,1974,1339
44,1604,1350,2194,2204
45,856,2091,919,2091
46,1817,1817,1817,383
47,1056,982,982,982
48,1249,784,784,784
49,1422,733,733,733
50,1300,251,1300,251
1,1280,1501,1501,1162
2,1234,1234,1234,1891
3,1817,1817,1817,1817
4,2157,1922,1922,1106
5,544,43,1939,43
6,1234,1234,1234,1891
7,1352,1352,1471,2216
8,1924,2069,2069,217
9,1280,1501,1501,1162
10,763,761,761,1668
11,1630,518,1920,600
12,579,472,313,472
13,2157,1922,1922,1106
14,1234,1234,1234,1891
15,1527,1945,1945,1945
16,1315,1204,1204,798
17,1544,1295,1295,539
18,1996,1084,1974,1084
19,1547,2069,2069,159
20,1002,1084,1974,2045
21,421,1723,1723,296
22,81,639,639,639
23,1527,797,797,2220
24,1366,761,761,875
25,1270,1979,1979,1979
26,579,1454,1939,545
27,642,1295,590,539
28,1802,79,1853,79
29,1545,1172,1998,1172
30,2184,1285,1593,1285
31,1784,2221,1974,1730
32,800,1056,1637,1653
33,1948,1948,1948,1852
34,1234,1234,1234,1891
35,1280,1501,1501,1162
36,1554,1676,1676,1676
37,1250,761,761,6
38,1482,87,110,87
39,1881,6,846,6
40,2184,180,180,310
41,153,180,180,1454
42,579,325,850,325
43,1268,761,761,1668
44,1300,251,1300,251
45,886,1876,1660,1067
46,1056,982,982,982
47,1234,1234,1234,61
48,2039,1106,725,1106
49,1234,61,1234,61
50,579,666,1727,666
1,1280,1501,1501,1162
2,1181,761,761,875
3,1240,516,516,733
4,1234,1234,1234,1891
5,1817,1817,1817,1817
6,2157,1922,1922,1106
7,1002,1922,1922,1314
8,1924,2069,2069,217
9,2053,148,148,148
10,544,43,1939,43
11,1280,1501,1501,1162
12,1352,1352,1471,2216
13,763,761,761,1668
14,2157,1922,1922,1106
15,1630,518,1920,600
16,579,472,313,472
17,1002,1867,1867,1867
18,1527,1945,1945,1945
19,1527,797,797,2220
20,3,799,799,799
21,1544,1295,1295,539
22,2184,1285,1593,1285
23,1002,1084,1974,2045
24,1996,1084,1974,1084
25,1234,1234,1234,1891
26,81,639,639,639
27,2053,148,148,622
28,1547,2069,2069,159
29,1366,761,761,875
30,1240,161,161,733
31,421,1723,1723,296
32,579,1454,1939,545
33,642,1295,590,539
34,1270,1979,1979,1979
35,1545,1172,1998,1172
36,1802,79,1853,79
37,1280,1501,1501,1162
38,1056,982,982,982
39,1881,6,846,6
40,1315,1204,1204,798
41,1948,1948,1948,1852
42,2184,180,180,310
43,30,1774,1974,1084
44,2053,148,148,2200
45,1240,735,735,733
46,1234,1234,1234,1891
47,800,1056,1637,1653
48,1554,1676,1676,1676
49,1240,669,669,733
50,1482,87,110,87
1,1490,1227,1227,1227
2,1280,1501,1501,1162
3,2053,148,148,148
4,1240,516,516,733
5,1234,1234,1234,1891
6,1817,1817,1817,1817
7,2157,1922,1922,1106
8,1002,1922,1922,1314
9,1181,761,761,875
10,544,43,1939,43
11,1280,1501,1501,1162
12,1352,1352,1471,2216
13,2157,1922,1922,1106
14,763,761,761,1668
15,1924,2069,2069,217
16,886,1937,1874,1067
17,1527,1945,1945,1945
18,1002,1867,1867,1867
19,1630,518,1920,600
20,579,472,313,472
21,2184,1285,1593,1285
22,1527,797,797,2220
23,1490,1979,1979,1979
24,1996,1084,1974,1084
25,1002,1084,1974,2045
26,1544,1295,1295,539
27,81,639,639,639
28,1270,1979,1979,1979
29,642,1295,590,539
30,1802,79,1853,79
31,2222,761,761,1668
32,2053,148,148,622
33,1366,761,761,875
34,1547,2069,2069,159
35,1280,1501,1501,1162
36,579,1454,1939,545
37,1234,1234,1234,1891
38,1545,1172,1998,1172
40,1881,6,846,6
41,1056,982,982,982
42,2184,180,180,310
43,1948,1948,1948,1852
44,1554,1676,1676,1676
45,421,1723,1723,296
46,886,1876,1660,1067
47,800,1056,1637,1653
48,2053,148,148,2200
49,586,982,982,982
50,153,180,180,1454
1,642,1295,590,539
2,1490,1227,1227,1227
3,1280,1501,1501,1162
4,1240,516,516,733
5,1817,1817,1817,1817
6,2157,1922,1922,1106
7,1234,1234,1234,1891
8,2053,148,148,148
9,1280,1501,1501,1162
10,544,43,1939,43
11,886,1937,1874,1067
12,2157,1922,1922,1106
13,1002,1922,1922,1314
14,1181,761,761,875
15,1352,1352,1471,2216
16,763,761,761,1668
17,1924,2069,2069,217
18,2184,1285,1593,1285
19,1527,1945,1945,1945
20,1527,797,797,2220
21,1630,518,1920,600
22,1002,1867,1867,1867
23,579,472,313,472
24,1996,1084,1974,1084
25,642,1295,590,539
26,1002,1084,1974,2045
27,81,639,639,639
28,1881,6,846,6
29,1544,1295,1295,539
31,1280,1501,1501,1162
32,1270,1979,1979,1979
33,1545,1172,1998,1172
34,1547,2069,2069,159
35,1366,761,761,875
36,1802,79,1853,79
37,1234,1234,1234,1891
38,1490,1979,1979,1979
39,579,1454,1939,545
40,1056,982,982,982
41,2184,180,180,310
42,1948,1948,1948,1852
43,886,1876,1660,1067
44,1460,1142,1142,1142
45,642,498,132,498
46,586,982,982,982
47,1554,1676,1676,1676
48,153,180,180,1454
49,591,733,733,733
50,1300,251,1300,251
1,642,1295,590,539
2,81,639,639,533
3,2080,137,900,137
4,1104,837,837,837
5,1280,1501,1501,1162
6,1490,1227,1227,1227
7,1722,838,838,838
8,2157,1922,1922,1106
9,1078,692,1078,692
10,1234,1234,1234,1891
11,1240,516,516,733
12,1305,184,846,184
13,1817,1817,1817,1817
14,1211,127,1211,127
15,2157,1922,1922,1106
16,804,1660,1660,759
17,1280,1501,1501,1162
18,544,43,1939,43
19,1812,719,719,719
20,2053,148,148,148
21,1302,1819,1819,1819
22,425,425,425,1555
23,804,1352,1471,426
24,2184,1285,1593,1285
25,1002,1922,1922,1314
26,1352,1352,1471,2216
27,81,639,639,639
28,1527,797,797,2220
29,763,761,761,1668
30,1002,1084,1974,2045
31,1002,1867,1867,1867
32,1527,1945,1945,1945
33,642,1295,590,539
34,1181,761,761,875
35,1881,6,846,6
36,886,1937,1874,1067
37,425,220,425,2088
38,1280,1501,1501,1162
39,81,639,639,639
40,1996,1084,1974,1084
41,1924,2069,2069,217
42,1630,518,1920,600
44,200,1454,1939,1454
45,1547,2069,2069,159
46,1234,1234,1234,1891
47,1545,1172,1998,1172
48,1234,1234,1234,1891
49,591,733,733,733
50,1270,1979,1979,1979
1,642,1295,590,539
2,81,639,639,533
3,1280,1501,1501,1162
4,1104,837,837,837
5,2080,137,900,137
6,1490,1227,1227,1227
7,2157,1922,1922,1106
8,1211,127,1211,127
9,1722,838,838,838
10,1234,1234,1234,1891
11,1240,516,516,733
12,2157,1922,1922,1106
13,1817,1817,1817,1817
14,1280,1501,1501,1162
15,1078,692,1078,692
16,812,1100,1100,223
17,544,43,1939,43
18,1305,184,846,184
19,2053,148,148,148
20,2184,1285,1593,1285
21,804,1660,1660,759
22,579,1626,1626,1626
23,1812,719,719,719
24,1527,797,797,2220
25,425,425,425,1555
26,1352,1352,1471,2216
27,81,639,639,639
28,763,761,761,1668
29,1002,1084,1974,2045
30,642,1295,590,539
31,1002,1922,1922,1314
32,1881,6,846,6
33,1527,1945,1945,1945
34,804,1352,1471,426
35,1002,1867,1867,1867
36,81,639,639,639
37,1302,1819,1819,1819
38,1280,1501,1501,1162
39,966,1713,965,1983
40,1181,761,761,875
42,1630,518,1920,600
43,1996,1084,1974,1084
44,886,1937,1874,1067
45,1099,905,905,426
46,1924,2069,2069,217
47,591,733,733,733
48,425,220,425,2088
49,2184,180,180,310
50,1234,1234,1234,1891
1,642,1295,590,539
2,966,1713,965,1983
3,1357,1973,1973,1973
4,81,639,639,533
5,1104,837,837,837
6,1280,1501,1501,1162
7,1316,1316,1316,2048
8,2080,137,900,137
9,1211,127,1211,127
10,2157,1922,1922,1106
11,1490,1227,1227,1227
12,1646,1746,2168,1746
13,2157,1922,1922,1106
14,1280,1501,1501,1162
15,1234,1234,1234,1891
16,1240,516,516,733
17,1817,1817,1817,1817
18,544,43,1939,43
19,1078,692,1078,692
20,2184,1285,1593,1285
21,1527,797,797,2220
22,2053,148,148,148
23,1722,838,838,838
24,1812,719,719,719
25,1115,1064,1115,1064
26,1352,1352,1471,2216
27,1002,1084,1974,2045
28,1881,6,846,6
29,642,1295,590,539
30,425,425,425,1555
31,1099,905,905,426
32,763,761,761,1668
33,1506,1817,1817,1817
34,1305,361,1059,361
35,81,639,639,639
36,1305,184,846,184
37,804,1660,1660,759
38,81,639,639,639
39,1527,1945,1945,1945
40,579,1626,1626,1626
41,2197,2224,2224,2224
42,1002,1922,1922,1314
43,812,1100,1100,223
44,1280,1501,1501,1162
45,1002,1867,1867,1867
47,1181,761,761,875
48,1302,1819,1819,1819
49,1996,1084,1974,1084
50,804,1352,1471,426
1,1881,1187,1637,1187
2,642,1295,590,539
3,1104,837,837,837
4,1973,1973,1973,1973
5,1357,1973,1973,1973
6,1881,6,1637,6
7,1280,1501,1501,1162
8,81,639,639,533
9,78,1979,1979,1979
10,966,1713,965,1983
11,2080,137,900,137
12,1924,1101,1829,217
13,1211,127,1211,127
14,1881,1881,1881,1637
15,2157,1922,1922,1106
16,1646,1746,2168,1746
17,1490,1227,1227,1227
18,2157,1922,1922,1106
19,1280,1501,1501,1162
20,1527,797,797,2220
21,1248,426,922,426
22,1881,6,846,6
23,1234,1234,1234,1891
24,1881,2089,2089,2089
25,1115,1064,1115,1064
26,2184,1285,1593,1285
27,1240,516,516,733
28,1817,1817,1817,1817
29,1316,1316,1316,2048
30,544,43,1939,43
31,2053,148,148,148
32,1078,692,1078,692
33,1924,1658,1733,1079
34,1099,905,905,426
35,573,1626,1626,1635
36,1924,2069,2069,217
37,1812,719,719,719
38,642,1295,590,539
39,81,639,639,639
40,1352,1352,1471,2216
41,1002,1084,1974,2045
42,1527,1945,1945,1945
43,1987,1730,1974,1730
44,763,761,761,1668
45,1924,2169,888,40
46,1924,1658,1733,217
47,829,829,829,1715
48,425,425,425,1555
50,1280,1501,1501,1162
1,2184,2185,2185,1001
2,1987,1730,1974,1730
3,1881,1187,1637,1187
4,642,1295,590,539
5,1104,837,837,837
6,1280,1501,1501,1162
7,1357,1973,1973,1973
8,81,639,639,533
9,966,1713,965,1983
10,2080,137,900,137
11,1973,1973,1973,1973
12,2157,1922,1922,1106
13,1211,127,1211,127
14,78,1979,1979,1979
15,2157,1922,1922,1106
16,1527,797,797,2220
17,1490,1227,1227,1227
18,1280,1501,1501,1162
19,2184,1285,1593,1285
20,1924,1101,1829,217
21,1646,1746,2168,1746
22,1881,6,1637,6
23,1881,6,846,6
24,3,3,3,3
25,1234,1234,1234,1891
26,544,43,1939,43
27,1115,1064,1115,1064
28,1817,1817,1817,1817
29,1240,516,516,733
30,1352,1352,900,2216
31,1099,905,905,426
32,1356,693,693,90
33,402,982,964,982
34,1924,2069,2069,217
35,2053,148,148,148
36,1078,692,1078,692
37,1812,719,719,719
38,829,829,829,1715
39,1352,1343,1343,1343
40,642,1295,590,539
41,1248,426,922,426
42,1527,1945,1945,1945
43,1280,1501,1501,1162
44,81,639,639,639
45,1881,1881,1881,1637
46,1924,1658,1733,1079
47,1352,1352,1471,2216
48,763,761,761,1668
49,2184,180,180,310
50,1316,1316,1316,2048
1,80,639,639,639
2,80,238,238,1333
3,1987,1730,1974,1730
4,80,639,639,639
5,402,982,964,982
6,2184,2185,2185,1001
7,642,1295,590,539
8,1104,837,837,837
9,1881,1187,1637,1187
10,1280,1501,1501,1162
11,3,3,3,3
12,1357,1973,1973,1973
13,2053,1730,1974,1730
14,81,639,639,533
15,1280,1501,1501,1162
16,2157,1922,1922,1106
17,2080,137,900,137
18,966,1713,965,1983
19,2157,1922,1922,1106
20,1527,797,797,2220
21,1973,1973,1973,1973
22,1211,127,1211,127
23,1490,1227,1227,1227
24,78,1979,1979,1979
25,2184,1285,1593,1285
26,567,733,733,733
27,1646,1746,2168,1746
28,1352,1352,900,2216
29,1881,6,846,6
30,80,639,639,639
31,1234,1234,1234,1891
32,399,733,733,733
33,1924,1101,1829,217
34,1352,1343,1343,1343
35,1817,1817,1817,1817
36,544,43,1939,43
37,1240,516,516,733
38,1881,6,1637,6
39,1115,1064,1115,1064
40,1099,905,905,426
41,2053,148,148,148
42,1924,2069,2069,217
43,642,1295,590,539
45,1812,719,719,719
46,80,639,639,639
47,1527,1945,1945,1945
48,116,733,733,733
49,1280,1501,1501,1162
50,1078,692,1078,692
1,2053,1730,1974,1730
2,80,639,639,639
3,1987,1730,1974,1730
4,1280,1501,1501,1162
5,80,238,238,1333
6,402,982,964,982
7,2184,2185,2185,1001
8,1280,1501,1501,1162
9,642,1295,590,539
10,1104,837,837,837
11,80,639,639,639
12,3,3,3,3
13,1280,1501,1501,1162
14,1881,1187,1637,1187
15,81,639,639,533
16,2157,1922,1922,1106
17,1535,1775,894,894
18,1357,1973,1973,1973
19,1527,797,797,2220
20,2157,1922,1922,1106
21,2080,137,900,137
22,567,733,733,733
23,1211,127,1211,127
24,966,1713,965,1983
25,1490,1227,1227,1227
26,2184,1285,1593,1285
27,1352,1343,1343,1343
28,1646,1746,2168,1746
29,1973,1973,1973,1973
30,399,733,733,733
31,1881,6,846,6
32,199,459,379,34
33,1352,1352,900,2216
34,1324,982,982,982
35,78,1979,1979,1979
36,1234,1234,1234,1891
37,1283,1575,895,1575
38,1817,1817,1817,1817
40,1280,1501,1501,1162
41,544,43,1939,43
42,1280,1501,1501,1162
43,1240,516,516,733
44,1924,1101,1829,217
45,1167,1167,1167,733
46,642,1295,590,539
47,1491,1436,1998,1436
48,116,733,733,733
49,2053,148,148,148
1,2053,1730,1974,1730
2,80,639,639,639
3,1987,1730,1974,1730
4,1280,1501,1501,1162
5,1324,982,982,982
6,1535,1775,894,894
7,80,238,238,1333
8,402,982,964,982
9,2184,2185,2185,1001
10,642,1295,590,539
11,1280,1501,1501,1162
12,1104,837,837,837
13,3,3,3,3
14,1280,1501,1501,1162
15,81,639,639,533
16,1881,1187,1637,1187
17,80,639,639,639
18,2157,1922,1922,1106
19,2212,762,762,515
20,1527,797,797,2220
21,2080,137,900,137
22,1357,1973,1973,1973
23,2157,1922,1922,1106
24,567,733,733,733
25,1490,1227,1227,1227
26,1211,127,1211,127
27,2184,1285,1593,1285
28,1366,1084,1974,1083
29,1646,1746,2168,1746
30,966,1713,965,1983
31,1881,6,846,6
32,399,733,733,733
33,1280,1501,1501,1162
34,1352,1352,900,2216
35,544,43,1939,43
36,1973,1973,1973,1973
37,642,1295,590,539
38,1234,1234,1234,1891
39,1280,1501,1501,1162
40,1817,1817,1817,1817
41,1631,1029,1029,1029
42,1895,982,1895,982
43,1240,516,516,733
45,78,1979,1979,1979
46,2147,217,432,217
47,2053,148,148,148
48,1924,1101,1829,217
49,116,733,733,733
50,1352,1343,1343,1343
1,2212,762,762,515
2,2053,1730,1974,1730
3,30,1774,1774,1437
4,1987,1730,1974,1730
5,80,639,639,639
6,1324,982,982,982
7,1280,1501,1501,1162
8,1366,1084,1974,1083
9,1535,1775,894,894
10,1895,982,1895,982
11,402,982,964,982
12,80,238,238,1333
13,1631,1029,1029,1029
14,2147,217,432,217
15,30,1774,1774,1790
16,642,1295,590,539
17,1519,1300,1300,1300
18,1104,837,837,837
19,2184,2185,2185,1001
20,1280,1501,1501,1162
21,3,3,3,3
22,1545,1084,1696,1084
23,1280,1501,1501,1162
24,1897,1973,1973,1973
25,81,639,639,533
26,30,1774,1774,1160
27,30,1774,1774,1079
28,1881,1187,1637,1187
29,2157,1922,1922,1106
30,1177,713,1049,713
31,30,1774,1774,1079
32,80,639,639,639
33,2157,1922,1922,1106
34,1357,1973,1973,1973
35,30,1774,1774,1790
36,1527,797,797,2220
37,30,1774,1774,735
38,2080,137,900,137
39,1490,1227,1227,1227
40,1646,1746,2168,1746
41,567,733,733,733
42,1211,127,1211,127
43,1527,1201,1201,1772
44,2184,1285,1593,1285
45,544,43,1939,43
46,966,1713,965,1983
47,1881,6,846,6
48,30,1774,1774,1079
49,1280,1501,1501,1162
50,1352,1352,900,2216
1,1545,1084,1696,1084
2,2053,1730,1974,1730
3,1987,1730,1974,1730
4,30,1774,1774,1437
5,2212,762,762,515
6,1366,1084,1974,1083
7,1324,982,982,982
8,1527,1201,1201,1772
9,80,639,639,639
10,1535,1775,894,894
11,1280,1501,1501,1162
12,1895,982,1895,982
13,402,982,964,982
14,80,238,238,1333
15,642,1295,590,539
16,3,3,3,3
17,1280,1501,1501,1162
18,1104,837,837,837
19,2184,2185,2185,1001
20,1280,1501,1501,1162
21,30,1774,1774,1790
22,81,639,639,533
23,2147,217,432,217
24,1519,1300,1300,1300
25,2157,1922,1922,1106
26,1881,1187,1637,1187
27,1527,797,797,2220
28,1631,1029,1029,1029
29,2157,1922,1922,1106
30,1357,1973,1973,1973
31,2080,137,900,137
32,80,639,639,639
33,567,733,733,733
34,2184,1285,1593,1285
35,1897,1973,1973,1973
36,30,1774,1774,1079
37,1490,1227,1227,1227
38,1460,835,900,835
39,1211,127,1211,127
40,827,982,982,733
41,30,1774,1774,735
42,544,43,1939,43
43,30,1774,1774,1079
44,1082,982,982,982
45,1280,1501,1501,1162
46,399,733,733,733
47,1881,6,846,6
48,30,1774,1774,1160
49,1646,1746,2168,1746
50,31,209,1591,209
1,1545,1084,1696,1084
2,2053,1730,1974,1730
3,1404,1483,1483,1483
4,1987,1730,1974,1730
5,1366,1084,1974,1083
6,30,1774,1774,1437
7,1324,982,982,982
8,1527,1201,1201,1772
9,1535,1775,894,894
10,1280,1501,1501,1162
11,80,639,639,639
12,2212,762,762,515
13,1895,982,1895,982
14,402,982,964,982
15,1490,693,693,1608
16,642,1295,590,539
17,1280,1501,1501,1162
18,1297,1472,1297,1616
19,3,3,3,3
20,80,238,238,1333
21,1104,837,837,837
22,1104,1203,1203,1203
23,1082,982,982,982
24,2184,2185,2185,1001
25,1280,1501,1501,1162
26,81,639,639,533
27,2184,982,982,982
28,1460,835,900,835
29,2157,1922,1922,1106
30,30,1774,1774,1790
31,1527,797,797,2220
32,1881,1187,1637,1187
33,827,982,982,733
34,31,209,1591,209
35,2080,137,900,137
36,2157,1922,1922,1106
37,2184,1285,1593,1285
38,1357,1973,1973,1973
39,2147,217,432,217
40,1348,379,379,459
41,1490,1227,1227,1227
42,1519,1300,1300,1300
43,1211,127,1211,127
44,80,639,639,639
45,1881,6,846,6
46,1280,1501,1501,1162
47,544,43,1939,43
48,567,733,733,733
49,1234,1234,1234,1891
50,1631,1029,1029,1029
1,1545,1084,1696,1084
2,2053,1730,1974,1730
3,1987,1730,1974,1730
4,1366,1084,1974,1083
5,1324,982,982,982
6,30,1774,1774,1437
7,2184,982,982,982
8,1404,1483,1483,1483
9,1527,1201,1201,1772
10,1535,1775,894,894
11,1280,1501,1501,1162
12,1895,982,1895,982
13,80,639,639,639
14,402,982,964,982
15,2212,762,762,515
16,642,1295,590,539
17,1007,762,762,735
18,1280,1501,1501,1162
19,1325,844,855,1172
20,3,3,3,3
21,1082,982,982,982
22,1104,837,837,837
23,81,639,639,533
24,1104,1203,1203,1203
25,1280,1501,1501,1162
26,80,238,238,1333
27,2184,2185,2185,1001
28,1490,693,693,1608
29,827,982,982,733
30,2157,1922,1922,1106
31,1297,1472,1297,1616
32,31,209,1591,209
33,1456,1455,1455,1342
34,1404,1227,1227,1227
35,1280,1501,1501,1162
36,1527,797,797,2220
37,1881,1187,1637,1187
38,2157,1922,1922,1106
39,2184,1285,1593,1285
40,2080,137,900,137
41,30,1774,1774,1790
42,1357,1973,1973,1973
43,1490,1227,1227,1227
44,1211,127,1211,127
45,1881,6,846,6
46,2162,982,982,733
47,544,43,1939,43
48,1280,1501,1501,1162
49,827,982,982,733
50,2147,217,432,217
1,1545,1084,1696,1084
2,544,325,1939,652
3,2053,1730,1974,1730
4,1291,1167,1167,733
5,720,720,720,367
6,1987,1730,1974,1730
7,1115,1115,1115,713
8,30,1774,1774,1437
9,1366,1084,1974,1083
10,720,720,720,509
11,1280,1501,1501,1162
12,1324,982,982,982
13,1535,1775,894,894
14,80,639,639,639
15,720,509,720,509
16,1527,1201,1201,1772
17,1895,982,1895,982
18,1280,1501,1501,1162
19,642,1295,590,539
20,402,982,964,982
21,1404,1483,1483,1483
22,1104,837,837,837
23,2184,982,982,982
24,2212,762,762,515
25,1456,1455,1455,1342
26,1280,1501,1501,1162
27,81,639,639,533
28,3,3,3,3
29,31,209,1591,209
30,204,733,733,733
31,80,238,238,1333
32,720,720,720,509
33,2184,2185,2185,1001
34,1082,982,982,982
35,1325,844,855,1172
36,2157,1922,1922,1106
37,1280,1501,1501,1162
38,1104,1203,1203,1203
39,544,43,1939,43
40,1490,693,693,1608
41,1211,127,1211,127
42,2157,1922,1922,1106
43,1280,1501,1501,1162
44,1007,762,762,735
45,1527,797,797,2220
46,720,720,720,509
47,1240,516,516,733
48,827,982,982,733
49,1881,1187,1637,1187
50,1490,1227,1227,1227
1,1240,516,516,733
2,1545,1084,1696,1084
3,544,325,1939,652
4,2053,1730,1974,1730
5,1987,1730,1974,1730
6,1367,2107,2107,2107
7,1291,1167,1167,733
8,720,720,720,367
9,30,1774,1774,1437
10,1366,1084,1974,1083
11,1280,1501,1501,1162
12,1115,1115,1115,713
13,1240,516,516,733
14,153,180,180,180
15,1324,982,982,982
16,1535,1775,894,894
17,80,639,639,639
18,720,720,720,509
19,1280,1501,1501,1162
20,1456,1455,1455,1342
21,642,1295,590,539
22,1240,516,516,733
23,1527,1201,1201,1772
24,1895,982,1895,982
25,1240,516,516,733
26,1104,837,837,837
27,1280,1501,1501,1162
28,402,982,964,982
29,720,509,720,509
30,81,639,639,533
31,1240,516,516,733
32,1404,1483,1483,1483
33,2212,762,762,515
34,2184,982,982,982
35,3,3,3,3
36,31,209,1591,209
37,80,238,238,1333
38,2157,1922,1922,1106
39,204,733,733,733
40,1280,1501,1501,1162
41,544,43,1939,43
42,2184,2185,2185,1001
43,1280,1501,1501,1162
44,1211,127,1211,127
45,2157,1922,1922,1106
46,1007,762,762,735
47,1082,982,982,982
48,1325,844,855,1172
49,1104,1203,1203,1203
50,1527,797,797,2220
1,642,1744,1744,1744
2,1545,1084,1696,1084
3,1240,516,516,733
4,153,180,180,180
5,544,325,1939,652
6,2053,1730,1974,1730
7,30,1774,1774,1437
8,1987,1730,1974,1730
9,720,720,720,367
10,1291,1167,1167,733
11,1280,1501,1501,1162
12,1366,1084,1974,1083
13,1115,1115,1115,713
14,642,1295,590,539
15,1456,1455,1455,1342
16,1324,982,982,982
17,1280,1501,1501,1162
18,1367,2107,2107,2107
19,1240,516,516,733
20,1535,1775,894,894
21,80,639,639,639
22,720,720,720,509
23,1104,837,837,837
24,1302,1819,1819,1819
25,1240,516,516,733
26,1895,982,1895,982
27,81,639,639,533
28,1527,1201,1201,1772
29,1280,1501,1501,1162
30,720,509,720,509
31,642,933,933,933
32,402,982,964,982
33,544,43,1939,43
34,1404,1483,1483,1483
35,2157,1922,1922,1106
36,2212,762,762,515
37,1280,1501,1501,1162
38,31,209,1591,209
39,1280,1501,1501,1162
40,80,238,238,1333
41,2031,1011,1011,1011
42,2184,982,982,982
43,204,733,733,733
44,3,3,3,3
45,2157,1922,1922,1106
46,2184,2185,2185,1001
47,1211,127,1211,127
48,1881,1187,1637,1187
49,1240,516,516,733
50,642,1295,590,539
1,642,1744,1744,1744
2,2080,470,1975,546
3,1545,1084,1696,1084
4,544,325,1939,652
5,1240,516,516,733
6,2053,1730,1974,1730
7,153,180,180,180
8,30,1774,1774,1437
9,1987,1730,1974,1730
10,1280,1501,1501,1162
11,1291,1167,1167,733
12,2080,265,542,265
13,720,720,720,367
14,1456,1455,1455,1342
15,1066,7,1853,7
16,1366,1084,1974,1083
17,642,1295,590,539
18,1302,1819,1819,1819
19,1280,1501,1501,1162
20,1535,1775,894,894
21,2080,145,1137,145
22,1115,1115,1115,713
23,1324,982,982,982
24,80,639,639,639
25,1104,837,837,837
26,1240,516,516,733
27,81,639,639,533
28,1280,1501,1501,1162
29,2080,379,379,664
30,1367,2107,2107,2107
31,1895,982,1895,982
32,720,720,720,509
33,1240,516,516,733
34,2080,915,915,915
35,1527,1201,1201,1772
36,1204,1204,1204,798
37,544,43,1939,43
38,402,982,964,982
39,720,509,720,509
40,2157,1922,1922,1106
41,1302,1819,1819,1819
42,204,733,733,733
43,1280,1501,1501,1162
44,2080,184,715,218
