rank,°¡¼ö
18,274
19,1757
20,1166
21,875
22,1313
23,2141
24,171
25,1161
26,2141
27,1340
28,514
29,541
30,851
31,526
32,190
33,625
34,448
35,2141
36,1705
37,421
38,353
40,810
41,875
42,840
43,2077
44,370
45,1947
46,2204
47,117
48,544
49,875
50,2077
1,891
2,2142
3,1536
4,1854
5,1536
7,2142
8,1757
9,711
10,1254
11,2142
12,1999
13,1052
14,1146
15,2142
16,1876
17,1536
18,1471
19,2142
20,1745
21,948
22,1536
23,2035
24,2019
25,2142
26,1767
27,1999
28,2142
29,1254
30,943
31,1767
32,751
33,1705
34,2141
35,2142
36,274
37,989
38,2142
39,1313
40,2077
42,1999
43,2142
44,56
45,171
46,2142
47,875
48,1161
49,2142
50,1536
1,891
2,172
3,1854
4,1757
5,1536
6,1146
7,711
8,1536
9,2142
10,1999
12,1254
13,2223
14,952
15,1471
16,293
17,1130
18,1052
19,948
20,2035
21,2142
22,1536
23,1745
24,2019
25,1876
26,1254
27,1767
28,166
29,1536
30,1705
31,1999
32,2141
33,2142
34,943
35,274
36,751
37,1751
38,2142
39,110
40,2077
41,1161
42,1313
43,875
44,171
45,1767
46,1908
47,1899
48,2142
49,2142
50,989
1,891
2,1130
3,1854
4,1757
5,2109
6,711
7,1536
8,172
9,1146
10,166
11,1536
12,2223
14,2142
15,948
16,1471
17,875
18,1434
19,2035
20,1999
21,1052
22,1254
23,2109
24,2019
25,1745
26,274
27,1536
28,1767
29,875
30,293
31,1705
32,1254
33,952
34,2141
35,1999
36,2142
37,875
38,875
39,1536
40,1507
41,943
42,2077
43,2109
44,1161
45,1313
46,1876
47,751
48,1751
1,891
2,1854
3,1130
4,1757
5,1434
6,541
7,711
8,1536
9,1146
10,1536
11,172
12,948
14,2035
15,2109
16,1471
17,274
18,2019
19,2142
20,2223
21,875
22,2017
23,2141
24,166
25,1767
26,1745
27,1705
28,1161
29,1999
30,1536
31,875
32,1254
33,1254
34,2077
35,875
36,1536
37,1052
38,943
39,1313
40,1999
41,2142
42,952
43,1751
44,2198
45,1166
46,1908
47,875
48,751
49,171
50,840
1,2017
2,891
3,473
4,1854
5,1130
6,541
7,1343
8,1757
9,711
10,1434
11,1146
12,948
13,1536
14,1536
15,172
17,274
18,2035
19,1471
20,2019
21,2109
22,2141
23,1161
24,2142
25,1767
26,2198
27,2223
28,1705
29,875
30,1745
31,875
32,1536
33,1999
34,1313
35,2077
36,1687
37,1254
38,1751
39,1254
40,1908
41,1536
42,943
43,1166
44,840
45,166
46,2142
47,1841
48,171
49,875
50,1999
1,473
2,891
3,1854
4,2017
5,1130
6,1687
7,1757
8,711
9,541
10,1343
11,1146
12,1434
13,948
14,1752
15,1536
16,1536
17,2035
18,274
19,1471
21,172
22,2141
23,1161
24,2019
25,2109
26,1767
27,1751
28,575
29,1705
30,2142
31,2198
32,840
33,875
34,2223
35,1908
36,1745
37,172
38,875
39,2077
40,1313
41,1536
42,1999
43,1254
44,564
45,1908
46,1536
47,943
48,1331
49,1841
50,1166
1,1854
2,473
3,891
4,2017
5,1130
6,1757
7,711
8,1687
9,197
10,1146
11,948
12,541
13,1343
14,1434
15,1011
16,2035
17,1536
18,274
19,1331
20,1536
21,1471
23,1161
24,172
25,916
26,2141
27,2019
28,1767
29,840
30,1751
31,2109
32,875
33,2198
34,1705
35,564
36,1908
37,1745
38,875
39,2077
40,2142
41,1908
42,1752
43,1313
44,2223
45,1536
46,1254
47,1999
48,269
49,172
50,943
1,1767
2,274
3,197
4,215
5,1767
6,1854
7,473
8,891
9,852
10,2017
11,948
12,1130
13,711
14,1757
15,1687
16,541
17,274
18,1343
19,1146
20,2035
21,1434
22,1536
23,555
24,1471
25,1161
26,1536
27,215
28,1011
29,1767
30,1043
31,916
32,2141
33,556
34,2019
35,172
37,840
38,1331
39,875
40,1705
41,1772
42,215
43,1908
44,2109
45,1745
46,2077
47,2198
48,1313
49,564
50,380
1,274
2,1705
3,1767
4,215
5,852
6,197
7,1772
8,1854
9,1752
10,1752
11,473
12,891
13,948
14,1767
15,274
16,2017
17,1705
18,1130
19,2018
20,711
21,1757
22,1687
23,541
24,2035
25,1146
26,1343
27,489
28,1161
29,1536
30,1471
31,1767
32,555
33,1043
34,1434
35,1536
36,556
37,1485
38,2141
39,215
40,1752
41,1705
42,2019
43,875
44,840
45,1752
46,916
47,172
48,215
49,1313
50,1752
1,274
2,1705
3,1767
4,215
5,1772
6,852
7,1854
8,197
9,473
10,948
11,274
12,891
13,1752
14,2017
15,1767
16,2035
17,852
18,1130
19,711
20,1752
21,1757
22,1161
23,1485
24,1687
25,541
26,1313
27,1343
28,1767
29,1705
30,1146
31,1536
32,1471
33,1536
34,489
35,555
36,2141
37,1705
38,2019
39,1434
40,875
41,1645
42,556
43,2018
44,840
45,1313
46,1908
47,1841
48,2077
49,1966
1,274
2,1705
3,1767
4,215
5,1772
6,1854
7,852
8,948
9,197
10,473
11,274
12,891
13,1752
14,852
15,2017
16,2035
17,1130
18,1645
19,1767
20,711
21,1485
22,1161
23,1757
24,1687
25,541
26,1752
27,1767
28,1471
29,555
30,2060
31,458
32,1343
33,1146
34,2141
35,1536
36,1705
37,1536
38,2019
39,1899
40,1313
41,1705
42,875
43,2077
44,1966
45,489
46,840
47,172
48,1434
49,1841
50,1313
1,274
2,1705
3,1772
4,215
5,172
6,852
7,652
8,1767
9,1854
10,948
11,274
12,852
13,1645
14,473
15,197
16,78
17,1752
18,891
19,852
20,2035
21,2017
22,172
23,1130
24,711
25,1485
26,852
27,1161
28,777
29,1767
30,1757
31,1687
32,555
33,541
34,1471
35,1767
36,1119
37,1343
38,1146
39,2141
40,1752
41,1705
42,2077
43,1536
44,78
45,1313
46,875
47,1536
48,840
49,711
50,458
1,2223
2,172
3,2095
4,1908
5,852
6,652
7,274
8,2095
9,987
10,1772
11,2095
12,215
13,1705
14,1645
15,1688
16,293
17,274
18,1767
19,1854
21,1248
22,948
23,777
24,2095
25,852
26,1700
27,2035
28,473
29,197
30,1119
31,891
32,1752
33,852
34,852
35,1485
36,172
37,1471
38,1161
39,2017
40,711
41,78
42,1767
43,1767
44,555
45,1687
46,541
47,1757
48,1069
49,1130
50,158
1,1908
2,172
3,2223
4,652
5,653
6,2095
7,1343
8,852
9,274
10,2095
11,987
12,1772
13,1248
14,215
15,1772
16,1645
17,117
18,1705
19,1767
20,2060
21,274
22,777
23,2095
24,1854
25,948
26,257
27,1688
28,1700
29,2035
30,852
31,473
32,197
33,293
34,785
36,891
37,1752
38,1119
39,72
40,852
41,1485
42,1161
43,89
44,1471
45,2095
46,852
47,158
48,1767
49,2017
50,711
1,1343
2,1908
3,1772
4,2223
5,172
6,653
7,1772
8,652
9,257
10,2095
11,852
12,274
13,1772
14,72
15,1248
16,1772
17,987
18,190
19,1772
20,1645
21,2200
22,2095
23,215
24,1772
25,1772
26,1767
27,117
28,1772
29,274
30,1705
31,1772
32,942
33,1854
34,948
35,2060
36,1772
37,777
38,2035
39,1670
40,1688
41,810
42,89
43,1772
44,344
45,2104
46,1767
47,473
48,852
49,1248
50,2095
1,1343
2,1908
3,1772
4,172
5,2223
6,653
7,1772
8,369
9,652
10,435
11,1772
12,257
13,1248
14,2079
15,1772
16,274
17,190
18,656
19,852
20,1772
21,72
22,2095
23,1645
24,987
25,1772
26,1772
27,1767
28,215
29,2200
30,1772
31,274
32,1248
33,2095
34,1772
35,1854
36,1705
37,1772
38,344
39,948
40,509
41,89
42,942
43,117
44,2035
45,1772
46,2060
47,1767
48,1772
49,1772
50,1772
1,369
2,1343
3,1908
4,172
5,2223
6,653
7,1772
8,435
9,652
10,215
11,257
12,1248
13,1772
14,274
15,190
16,852
17,2224
18,72
19,1645
20,2095
21,1772
22,987
23,903
24,2079
25,1767
26,852
27,215
28,1772
29,656
30,274
31,2200
32,1772
33,344
34,509
35,948
36,89
37,1248
38,2095
39,1705
40,1854
41,197
42,1191
43,652
44,1772
45,1767
46,1772
47,942
48,1772
49,1772
50,2035
1,369
2,1343
3,1908
4,656
5,421
6,2223
7,172
8,215
9,653
10,435
11,652
12,2060
13,1772
14,274
15,190
16,257
17,852
18,846
19,656
20,1248
21,1645
22,1705
23,2095
24,1772
25,72
26,987
27,215
28,1767
29,2224
30,274
31,509
32,2079
33,656
34,1772
35,344
36,948
37,2060
38,1731
39,2200
40,656
41,1767
42,652
43,197
44,1772
45,1705
46,1854
47,903
48,89
49,2095
50,1772
1,270
2,369
3,1908
4,421
5,1343
6,2095
7,656
8,172
9,710
10,2223
11,215
12,2095
13,653
14,435
15,514
16,274
17,652
18,852
19,190
20,2095
21,1772
22,257
23,509
24,2095
25,215
26,987
27,1645
28,274
29,1767
30,2060
31,72
32,2095
33,1772
34,948
35,1248
36,344
37,1705
38,1767
39,2224
40,2060
41,656
42,2079
43,846
44,1854
45,2095
46,1705
47,197
48,656
49,2095
50,518
1,948
2,270
3,369
4,1908
5,1343
6,1119
7,656
8,710
9,172
10,421
11,2223
12,2095
13,1161
14,274
15,215
16,653
17,435
18,852
19,652
20,1284
21,514
22,509
23,2095
24,894
25,257
26,1645
27,274
28,1767
29,190
30,948
31,215
32,2095
33,1772
34,987
35,2060
36,2060
37,1799
38,1705
39,72
40,1767
41,344
42,2224
43,1772
44,1854
45,2095
46,197
47,1248
48,1547
49,1705
50,2035
1,948
2,1126
3,1126
4,1119
5,1126
6,270
7,1908
8,1126
9,1126
10,1343
11,369
12,943
13,2224
14,1126
15,656
16,172
17,1284
18,2223
19,197
20,2224
21,421
22,710
23,274
24,215
25,2095
26,653
27,852
28,943
29,509
30,435
31,1645
32,1161
33,948
34,652
35,257
36,215
37,274
38,1767
39,2095
40,2060
41,514
42,190
43,1767
44,1772
45,1705
46,987
47,894
48,72
49,2060
50,943
1,948
2,1126
3,270
4,2224
5,1119
6,1126
7,197
8,1908
9,1905
10,1126
11,1343
12,2128
13,369
14,2224
15,656
16,172
17,1317
18,2223
19,426
20,702
21,1126
22,1126
23,274
24,1284
25,2060
26,943
27,1851
28,421
29,710
30,509
31,1343
32,1126
33,948
34,852
35,215
36,653
37,1645
38,435
39,652
40,1767
41,2060
42,274
43,215
44,2095
45,257
46,1161
47,1767
48,2095
49,1905
50,1705
1,948
2,1317
3,1126
4,1656
5,270
6,1841
7,474
8,2224
9,1119
10,1126
11,1908
12,197
13,1007
14,1343
15,426
16,369
17,656
18,2224
19,172
20,1126
21,274
22,2223
23,509
24,2128
25,948
26,943
27,670
28,421
29,1284
30,852
31,274
32,710
33,1126
34,702
35,1645
36,1905
37,1767
38,215
39,215
40,653
41,2060
42,1126
43,2169
44,1343
45,435
46,1767
47,421
48,2060
49,652
50,257
1,1234
2,948
3,1317
4,751
5,1656
6,1238
7,1474
8,270
9,1126
10,1841
11,670
12,2224
13,1119
14,1908
15,2060
16,1126
17,1343
18,1912
19,197
20,369
21,474
22,509
23,274
24,656
25,172
26,2224
27,2223
28,948
29,215
30,426
31,1238
32,2169
33,544
34,1854
35,274
36,943
37,2060
38,852
39,1126
40,421
41,1767
42,1238
43,1238
44,1767
45,2060
46,1645
47,710
48,2128
49,1284
50,653
1,1238
2,948
3,1166
4,1234
5,1656
6,1317
7,1999
8,2060
9,751
10,1474
11,2060
12,270
13,2019
14,1999
15,875
16,1126
17,2060
18,1841
19,509
20,2224
21,1908
22,1119
23,670
24,1854
25,2060
26,1343
27,1319
28,2060
29,274
30,2204
31,1126
32,948
33,215
34,2060
35,2060
36,369
37,172
38,852
39,1999
40,544
41,2060
42,2224
43,102
44,2223
45,274
46,656
47,1767
48,1645
49,1238
50,2060
1,1238
2,948
3,1166
4,1043
5,903
6,1656
7,1234
8,1999
9,1317
10,369
11,1302
12,37
13,751
15,1474
16,1048
17,2060
18,270
19,2019
21,1999
22,2077
23,509
24,524
25,1126
26,1841
27,1908
28,1119
29,2224
30,670
31,1854
32,875
33,2060
34,274
35,1343
36,215
37,948
39,2060
40,1126
41,2060
42,852
43,172
44,2204
45,369
46,1767
47,726
48,2060
49,274
50,1302
1,1471
3,295
5,2077
6,948
7,1238
8,1166
9,1656
10,37
11,1234
12,697
13,1043
14,1317
15,1048
17,751
18,1999
19,903
20,1302
21,1471
22,615
23,1705
24,369
25,1522
26,1474
27,270
28,2019
29,509
30,2060
31,1908
32,1841
33,1854
34,1126
35,1999
36,1471
37,274
38,2224
39,1119
40,948
41,670
42,1343
43,215
44,2060
45,852
46,2060
47,726
48,172
49,1126
50,2223
1,697
2,2077
3,1705
4,295
5,1471
6,1599
8,948
9,615
10,1705
12,1238
14,726
15,1166
16,1402
17,2077
18,1656
19,473
20,1234
21,1043
22,1317
23,246
24,751
25,37
26,1999
27,270
28,903
29,1048
31,1474
32,2019
33,509
34,2060
35,369
36,1302
37,1908
38,251
39,1854
41,274
42,1522
43,948
44,1841
45,1471
46,215
47,1343
48,1126
49,1119
50,2224
1,1551
2,726
3,1599
4,1705
5,246
6,697
7,295
8,1471
9,948
10,1402
11,2077
12,1551
13,726
14,1238
15,473
18,1166
19,1705
20,615
21,1234
22,251
23,1551
24,1656
26,1317
27,2077
28,1043
31,894
32,1402
33,751
35,270
36,2019
37,1474
38,1999
39,509
40,37
41,726
42,1908
43,1782
44,2060
45,274
46,1854
47,903
48,1048
50,948
1,726
2,274
3,1551
4,726
5,1599
6,295
7,1705
8,948
10,1471
11,246
12,1238
14,697
15,1402
16,473
17,344
18,1166
19,2077
21,726
22,1234
23,1317
24,1551
25,1705
26,1656
28,1429
29,615
30,1513
31,1043
32,2077
33,270
34,751
36,274
37,894
39,1782
40,1474
41,509
43,2019
44,1402
45,1908
46,2088
47,1854
48,251
49,948
50,726
1,726
2,274
3,1551
4,1357
5,726
6,948
7,295
8,1599
9,1238
10,344
11,659
12,1705
13,1340
14,110
15,1471
16,1429
17,1402
18,246
19,473
20,1513
21,697
22,1166
24,1234
27,726
28,1317
29,2077
31,1656
32,270
33,1705
34,274
35,509
36,1782
37,1551
38,1043
39,2077
40,726
41,894
42,751
43,1474
44,2056
45,615
47,948
48,1854
49,1908
50,2019
1,1551
2,274
3,726
4,948
5,110
6,726
7,1238
8,1357
9,295
10,1340
11,1599
12,1705
13,1471
14,344
15,659
16,246
17,1402
18,1429
19,1166
20,473
21,697
22,1234
23,1317
26,274
27,726
28,1782
30,270
31,509
32,1656
33,1513
34,1474
35,948
36,1705
37,2077
38,1043
40,751
41,274
42,1854
43,894
44,1551
45,215
46,2077
47,1908
48,739
49,1428
1,785
2,1551
3,274
4,726
5,948
6,1238
7,1187
8,726
9,295
10,1357
11,830
12,110
13,1340
14,1705
15,1599
16,246
17,1471
18,1485
19,344
20,659
21,1927
22,1166
23,1402
24,1234
25,473
26,1429
27,274
28,697
29,1317
30,509
31,1782
32,726
33,270
34,948
36,274
37,1474
39,1656
41,215
43,1705
44,751
45,1854
46,1757
47,1908
48,2077
49,1043
50,739
1,1108
2,274
3,785
4,2224
5,1551
6,1108
7,948
8,726
9,2159
10,1238
11,246
12,830
13,295
14,726
15,1705
16,1485
17,1340
18,1357
19,1599
20,110
21,1471
22,1187
23,659
24,1166
25,514
26,344
27,1402
28,1927
29,274
30,1234
31,509
32,473
33,1317
34,1349
35,1429
36,1782
37,948
38,270
39,274
40,697
41,726
42,1474
43,215
44,777
46,1656
47,1908
48,1757
49,1854
1,1108
2,274
3,1108
4,948
5,1551
6,785
7,726
8,1238
9,2159
10,1999
11,2224
12,246
13,302
14,514
15,1485
16,295
17,1471
18,726
19,1705
20,1340
21,1166
22,1599
23,659
24,1357
25,830
26,110
27,1187
28,1429
29,274
30,1927
31,509
32,1234
33,1402
34,344
35,948
36,270
37,473
38,215
39,1349
40,1317
41,274
42,1782
43,1757
44,726
45,1474
46,697
47,1908
48,1682
49,1854
50,1656
1,1108
2,352
3,171
4,1028
5,274
6,1238
7,1108
8,1238
9,948
10,958
11,1128
12,785
13,1551
14,726
15,1429
16,2159
17,1999
18,1485
19,1124
20,246
21,1471
22,2224
23,726
24,1166
25,1705
26,295
27,659
28,514
29,1357
30,1340
31,1757
32,274
33,509
34,1599
35,302
36,1927
37,1234
38,215
39,110
40,1402
41,1187
42,270
43,1317
44,274
45,254
46,948
47,344
48,1782
49,830
50,1908
1,2035
2,352
3,1908
4,117
5,2035
6,1108
7,1238
8,171
9,1124
10,2223
11,1028
12,1238
13,2035
14,352
15,2122
16,274
17,1429
18,948
19,2035
20,1626
21,726
22,1108
23,659
24,1485
25,2159
26,1551
27,958
28,785
29,1166
30,2035
31,246
32,509
33,1775
34,726
35,2035
36,1471
37,1757
38,2224
39,1705
40,113
41,1999
42,2035
43,1670
44,1507
45,2035
46,274
47,295
48,2035
49,215
50,659
1,2035
2,117
3,352
4,1908
5,166
6,1238
7,1108
8,171
9,1317
10,352
11,1124
12,2035
13,2223
14,1028
15,948
16,1238
17,1550
18,274
19,2159
20,1429
21,726
22,1108
23,659
24,988
25,1626
26,2122
27,1551
28,1485
29,2035
30,1705
31,1166
32,785
33,1775
34,2035
35,726
36,509
37,246
38,958
39,113
40,1471
41,659
42,2035
43,274
44,1705
45,2224
46,215
47,1757
48,1507
49,2035
50,1999
1,2035
2,1550
3,352
4,117
5,166
6,988
7,1908
8,1289
9,1238
10,1622
11,171
12,352
13,1108
14,1124
15,1317
16,706
17,141
18,852
19,2223
20,1343
21,1238
22,1028
23,948
24,1429
25,2159
26,274
27,2035
28,726
29,659
30,1550
31,1108
32,1166
33,929
34,1551
35,1485
36,2035
37,509
38,1705
39,785
40,659
41,2122
42,1626
43,1289
44,1234
45,1471
46,113
47,726
48,246
49,958
50,1989
1,1550
2,1035
3,2035
4,352
5,117
6,166
7,1908
8,988
9,1550
10,352
11,1238
12,565
13,1124
14,706
15,171
16,1108
17,1289
18,2223
19,1317
20,1238
21,1622
22,2018
23,1913
24,1028
25,948
26,1429
27,2159
28,659
29,274
30,1343
31,1651
32,141
33,726
34,810
35,1166
36,1550
37,659
38,852
39,509
40,2035
41,1108
42,1234
43,1705
44,1551
45,1485
46,2035
47,1989
48,1471
49,785
50,726
1,1550
2,1035
3,2035
4,352
5,117
6,1035
7,166
8,1284
9,1550
10,1908
11,988
12,195
13,352
14,1035
15,1238
16,113
17,565
18,1124
19,706
20,2223
21,962
22,1108
23,1238
24,171
25,1317
26,195
27,948
28,1622
29,1028
30,659
31,2095
32,1289
33,1429
34,1035
35,1550
36,274
37,2018
38,2159
39,1166
40,659
41,509
42,195
43,1913
44,726
45,1651
46,1989
47,1035
48,1343
49,1035
50,195
1,1550
2,1874
3,943
4,1035
5,2035
6,352
7,2223
8,1284
9,197
10,117
11,1550
12,166
13,1908
14,352
15,988
16,195
17,2223
18,1238
19,1238
20,369
21,565
22,659
23,2223
24,1124
25,1035
26,1108
27,197
28,706
29,171
30,943
31,962
32,195
33,948
34,1317
35,1028
36,1622
37,1550
38,1989
39,1166
40,113
41,1429
42,659
43,1126
44,197
45,943
46,1035
47,1289
48,274
49,943
50,2159
1,2224
2,1550
3,197
4,943
5,1035
6,2035
7,352
8,2223
9,1874
10,117
11,1550
12,166
13,352
14,1908
15,1284
16,1651
17,1238
18,2223
19,988
20,195
21,659
22,1238
23,2224
24,1124
25,2223
26,565
27,1108
28,1317
29,948
30,1622
31,241
32,197
33,171
34,706
35,1550
36,195
37,1035
38,1028
40,1166
41,1989
42,659
43,1429
44,274
45,962
46,1651
47,1289
48,197
49,2140
50,509
1,948
2,2224
3,1550
4,943
5,2035
6,352
7,1035
8,197
9,1550
10,117
11,1651
12,352
13,2223
14,1874
15,166
16,1908
17,1284
18,659
19,1238
20,1238
21,988
22,2223
23,195
24,1124
25,948
26,2223
27,1108
28,1166
29,565
31,1550
32,1317
33,1028
34,706
35,171
36,1622
37,1035
38,2224
39,195
40,1989
41,659
42,1429
43,1651
44,506
45,948
46,2140
47,274
48,509
49,1144
50,726
1,948
2,1108
3,1705
4,852
5,1550
6,2224
7,915
8,352
9,903
10,1035
11,943
12,514
13,2035
14,1670
15,352
16,897
17,1550
18,117
19,997
20,197
21,2079
22,1581
23,897
24,659
25,2223
26,166
27,1108
28,1238
29,1908
30,2223
31,2223
32,1238
33,948
34,1874
35,1166
36,1651
37,1581
38,1550
39,1108
40,1124
41,1284
42,988
44,1476
45,706
46,1035
47,1028
48,1035
49,1144
50,1317
1,948
2,1108
3,1550
4,852
5,1705
6,2224
7,352
8,1670
9,915
10,1035
11,943
12,352
13,2035
14,1550
15,903
16,1065
17,117
18,514
19,197
20,659
21,897
22,195
23,997
24,1238
25,1581
26,166
27,1108
28,1908
29,2223
30,948
31,2223
32,1166
33,1238
34,897
35,2223
36,1108
37,2079
38,1550
39,766
40,1874
42,988
43,1124
44,1651
45,190
46,1284
47,1144
48,1581
49,659
50,1035
1,948
2,766
3,1917
4,1108
5,852
6,1550
7,426
8,1705
9,1670
10,352
11,2224
12,172
13,352
14,1550
15,1035
16,943
17,2035
18,117
19,903
20,659
21,1238
22,197
23,915
24,997
25,331
26,166
27,2223
28,1166
29,948
30,1581
31,190
32,1908
33,831
34,514
35,1108
36,514
37,897
38,1108
39,1238
40,195
41,1547
42,2223
43,1065
44,1550
45,2223
47,1874
48,2079
49,1124
50,897
1,1166
2,948
3,852
4,1767
5,1917
6,1166
7,1550
8,1108
9,1781
10,766
11,1705
12,1284
13,1670
14,1166
15,352
16,172
17,2224
18,352
19,1550
20,1238
21,1234
22,1166
23,1035
24,1166
25,331
26,659
27,943
28,2035
29,426
30,117
31,197
32,903
33,1284
34,190
35,1813
36,1284
37,997
38,948
39,1108
40,166
41,2223
42,1238
43,2016
44,1908
45,1284
46,1284
47,1334
48,1581
50,1550
1,659
2,2016
3,1166
4,948
5,852
6,1550
7,1917
8,1108
9,766
10,1705
11,1767
12,352
13,1670
14,1781
15,352
16,1238
17,2224
18,1550
19,659
20,1284
21,172
22,1166
23,1166
24,369
25,1035
26,117
27,331
28,2035
29,943
30,166
31,190
32,894
33,409
34,1284
35,197
36,903
37,997
38,1334
39,166
40,948
41,1234
42,1238
43,1550
44,1108
45,1166
46,1284
47,166
48,1908
49,659
50,426
1,188
2,188
3,2016
4,188
5,409
6,659
7,948
8,852
9,1166
10,1550
11,369
12,1917
13,197
14,1108
15,1550
16,352
17,1705
18,766
19,352
20,1238
21,1767
22,1670
23,2224
24,1781
25,659
26,793
27,172
28,166
29,1166
30,188
31,1035
32,1925
33,1284
34,166
35,2035
36,117
37,943
38,1166
39,331
40,190
41,197
42,1284
43,948
45,997
46,188
47,1238
48,1444
49,1550
50,903
1,197
2,188
3,2016
4,1550
5,188
6,409
7,659
8,1550
9,948
10,852
11,188
12,369
13,1550
14,1166
15,1108
16,352
17,1119
18,1917
19,1238
20,352
21,1705
22,793
23,1670
24,766
25,2224
26,659
27,166
28,172
29,1767
30,1925
31,1166
32,1999
33,166
34,846
35,1781
36,1035
37,318
38,2035
40,1550
41,117
42,1550
43,943
44,1284
45,1474
46,948
47,2141
48,1444
49,197
1,197
2,188
3,2016
4,1550
5,846
6,1119
7,188
8,409
9,659
10,948
11,1550
12,852
13,369
14,1550
15,1108
16,1166
17,188
18,352
19,1764
20,1238
21,1705
22,1917
23,352
24,793
25,2224
26,1670
27,659
28,171
29,172
30,766
31,1166
32,1925
33,1550
34,166
35,117
36,1767
37,948
38,1035
39,1550
40,2035
41,204
42,168
43,943
45,1781
46,1872
47,197
48,1284
49,1444
50,166
1,1764
2,197
3,1126
4,2016
5,188
6,846
7,1550
8,171
9,1119
10,168
11,409
12,188
13,204
14,1872
15,1126
16,948
17,1738
18,852
19,659
20,1550
21,369
22,1028
23,1550
24,2073
25,1108
26,1126
27,1126
28,1166
29,352
30,1021
31,1126
32,188
33,352
34,1917
35,1126
36,1238
37,1126
38,1705
39,2224
40,172
41,793
42,1670
43,1238
44,659
45,117
46,766
47,1166
48,1126
49,1550
50,166
1,1028
2,197
3,2016
4,1126
5,1764
6,171
7,846
8,1238
9,188
10,1119
11,1550
12,168
13,409
14,188
15,948
16,369
17,1550
18,852
19,659
20,1550
21,1126
22,1108
23,1872
24,1738
25,352
26,1166
27,1238
28,204
29,352
30,1917
31,1705
32,188
33,793
34,659
35,2073
36,1126
37,2224
38,506
39,1670
40,2228
41,1126
42,117
43,1126
44,751
45,1550
46,1925
47,1166
48,1126
49,172
50,1841
1,1028
2,197
3,473
4,2016
5,171
6,1126
7,846
8,1238
9,1119
10,1550
11,188
12,1764
13,168
14,409
15,2224
16,948
17,1550
18,7
19,369
20,188
21,852
22,852
23,751
24,659
25,1550
26,1108
27,659
28,506
29,352
30,1126
31,1238
32,1166
33,2228
34,1841
35,1705
36,352
37,659
38,1917
39,1872
40,1030
41,2224
42,1738
43,1670
44,188
45,1166
46,1550
47,117
48,793
49,1035
50,204
1,1028
2,197
3,2016
4,171
5,846
6,1126
7,659
8,473
9,1238
10,1119
11,1550
12,168
13,188
14,409
15,1764
16,948
17,1132
18,1550
19,1932
20,369
21,751
22,852
23,1108
24,852
25,1550
26,188
27,659
28,2224
29,2228
30,352
31,7
32,1841
33,230
34,473
35,1550
36,1238
37,1166
38,352
39,659
40,1705
41,1126
42,1917
43,2224
44,1670
45,1166
46,2139
47,117
48,1550
49,2228
50,1872
1,1028
2,117
3,197
4,656
5,2077
6,2016
7,331
8,1126
9,171
10,2077
11,1550
12,846
13,1119
14,188
15,2077
16,1238
17,168
18,1550
19,948
20,409
21,473
22,852
23,659
24,1764
25,230
26,1550
27,1108
28,369
29,1841
30,130
31,188
32,2077
33,659
34,751
35,1932
36,352
37,1550
38,852
39,117
40,2224
41,1670
42,352
43,1550
44,1132
45,1238
46,2077
47,943
48,2228
49,1166
50,2224
1,943
2,1028
3,117
4,197
5,2016
6,1235
7,656
8,2077
9,1126
10,171
11,1550
12,331
13,943
14,509
15,846
16,1119
17,188
18,2077
19,1550
20,230
21,948
22,943
23,1238
24,168
25,943
26,852
27,1550
28,409
29,2077
30,1108
31,943
32,473
33,1764
34,659
35,369
36,1841
37,188
38,352
39,130
40,1550
41,117
42,659
43,1550
44,1670
45,352
46,1132
47,751
48,1932
49,852
50,1238
1,948
2,1028
3,943
4,509
5,117
6,197
7,1126
8,2016
9,2077
10,656
11,1550
12,171
13,331
14,948
15,230
16,846
17,1550
18,1235
19,943
20,1119
21,188
22,2077
23,852
24,2079
25,943
26,168
27,1108
28,1238
29,1550
30,2077
31,948
32,409
33,117
34,473
35,352
36,1764
37,1550
38,1841
39,1550
40,188
41,1281
42,659
43,130
44,369
45,352
46,659
47,1670
48,1166
49,943
50,948
1,948
2,1705
3,1028
4,117
5,943
6,197
7,509
8,1126
9,2016
10,1550
11,656
12,1705
13,2077
14,230
15,1161
16,171
17,948
18,2079
19,1550
20,1119
21,1705
22,331
23,846
24,188
25,852
26,943
27,1108
28,1550
29,1705
30,1235
31,168
32,2077
33,943
34,1705
35,1238
36,1835
37,117
38,409
39,2077
40,352
41,2079
42,130
43,1550
44,1705
45,1550
46,1670
47,1841
48,1705
49,2079
50,473
1,948
2,1705
3,1028
4,274
5,2079
6,117
7,1126
8,2079
9,197
10,943
11,1550
12,509
13,2016
14,230
15,656
16,2077
17,1119
18,1161
19,948
20,1550
21,171
22,1248
23,2079
24,331
25,2079
26,188
27,2079
28,846
29,1550
30,2079
31,852
32,1108
33,168
34,1705
35,352
36,130
37,2079
38,1238
39,943
40,1235
41,2077
42,943
43,117
44,1389
45,1705
46,1670
47,409
48,1606
49,1550
50,1550
1,948
2,1028
3,1248
4,810
5,1705
6,1126
7,2079
8,117
9,1803
10,197
11,2079
12,274
13,943
14,1550
15,2016
16,1119
17,230
18,1248
19,1550
20,509
21,656
22,2077
23,948
24,171
25,2079
26,1161
27,2079
28,188
29,2079
30,1550
31,331
32,2079
33,852
34,846
35,130
36,1108
37,168
38,1606
39,168
40,352
41,117
42,1238
