rank,°¡¼ö
16,2223
17,1547
18,1670
19,1621
20,1254
21,1374
22,1065
23,1622
24,1974
25,617
26,1908
27,1234
28,614
29,2077
30,1254
31,269
32,87
33,2223
34,353
35,1126
36,2095
37,785
38,911
39,289
40,1507
41,1989
42,1547
43,1028
44,456
45,1305
46,655
47,2077
48,2128
49,823
1,751
2,1744
3,1744
4,1126
5,1536
6,1744
7,1744
8,1343
9,2018
10,1744
11,1744
12,1744
13,1744
14,1126
15,1744
16,1744
17,2095
18,2223
19,1126
20,190
21,489
22,293
23,1126
24,1248
25,2194
26,22
27,2223
28,1547
29,1126
30,1670
31,304
32,1254
33,195
34,1238
35,354
36,1547
37,1584
38,2077
39,190
40,1622
41,1028
42,1065
43,1621
44,1374
45,614
46,617
47,1254
48,1345
49,1908
50,269
1,742
2,751
3,489
4,1744
5,353
6,2064
7,1254
8,2053
9,473
10,402
11,1744
12,1781
13,165
14,1126
15,710
16,582
17,1536
18,402
19,822
20,304
21,2039
22,1065
23,1254
24,1393
25,190
26,1959
27,195
28,22
29,2018
30,1343
31,1793
33,304
34,1744
35,2223
36,2095
37,1126
38,1126
39,1126
40,1744
41,1744
42,2167
43,2064
44,182
45,353
46,293
47,895
48,1254
49,2223
50,1715
1,751
2,710
3,742
4,489
5,1744
6,2053
7,353
8,506
9,1126
10,1430
11,1254
12,1744
13,2064
14,1959
15,402
16,710
17,473
18,1781
19,426
20,2064
21,1536
22,1393
23,822
24,289
25,2039
26,710
27,710
28,710
29,165
30,1065
31,195
32,710
33,22
34,190
35,582
36,1343
37,421
38,182
40,2223
41,710
42,2018
43,710
44,710
45,411
47,2095
48,1126
49,1126
50,1126
1,742
2,1126
3,1319
4,1907
5,751
6,742
7,489
8,710
9,742
10,506
11,1744
12,2053
13,1126
14,473
15,2064
16,1430
17,1781
18,742
19,353
20,2064
21,2018
22,1254
23,742
24,1744
25,1393
26,710
27,402
28,1536
29,1948
30,514
31,742
32,710
33,742
34,2039
35,1959
36,742
37,289
38,742
39,742
40,1065
41,1948
42,742
43,742
44,712
45,1948
46,974
47,742
48,822
49,1948
50,742
1,989
2,1907
3,1402
4,1126
5,1011
6,742
7,37
8,1340
9,1319
10,489
11,751
12,742
13,710
14,1744
15,1781
16,506
17,2018
18,473
19,869
20,2053
21,1126
22,1018
23,2064
24,1800
25,710
26,814
27,720
28,1254
29,2064
30,1430
31,353
32,2171
33,1744
34,913
35,742
36,710
37,712
38,742
39,710
40,1799
41,2085
42,1172
43,2039
44,553
45,1536
46,1393
47,1948
1,196
2,564
3,1340
4,353
5,823
6,1999
7,1126
8,742
9,1907
10,1402
11,1999
12,1243
13,989
14,489
15,1319
16,1999
17,1330
18,2085
19,751
20,1011
21,1467
22,582
23,37
24,1744
25,1999
26,1363
27,1781
28,547
29,2085
30,742
31,1126
32,1999
33,2053
34,2018
35,2025
36,1999
37,506
38,1999
39,720
40,710
41,473
42,1999
43,710
44,1999
45,1999
46,2064
47,614
48,1254
49,1744
1,295
2,56
3,295
4,295
5,1734
6,196
7,1412
8,1340
9,1857
10,1926
11,56
12,295
13,353
14,295
15,1363
16,56
17,564
18,823
19,56
20,295
21,56
22,742
23,547
24,56
25,1907
26,1126
27,489
28,295
29,1999
30,295
31,1402
32,1243
33,1319
34,1402
35,989
36,295
37,295
38,1343
39,2018
40,1986
41,751
42,605
43,1744
44,1011
45,2025
46,1467
47,1781
48,742
49,37
50,2085
1,196
2,1857
3,295
4,1782
5,196
6,2106
7,1857
8,1234
9,1734
10,1402
11,196
12,712
13,295
14,1412
15,2043
16,332
17,1340
18,353
19,196
20,56
21,729
22,295
23,564
24,950
25,1907
26,295
27,1319
28,823
29,489
30,547
31,1857
32,295
33,1857
34,1926
35,1857
36,1224
37,742
38,1857
39,1126
40,1857
41,1857
42,1363
43,1857
44,925
45,1999
46,751
47,605
48,1744
49,1857
50,974
1,751
2,1857
3,196
4,614
5,594
6,1904
7,295
8,751
9,489
10,1782
11,729
12,751
13,712
14,332
15,1857
16,1734
17,1351
18,751
19,295
20,196
21,1234
22,353
23,729
24,196
25,2106
26,195
27,1713
28,751
29,1412
30,1340
31,1265
32,751
33,751
34,1402
35,564
36,950
37,295
38,23
39,295
40,56
41,489
42,1319
43,547
44,823
45,1253
46,594
47,678
48,2043
49,1407
50,751
1,370
2,370
3,2223
4,370
5,370
7,1857
8,370
9,751
10,196
11,370
12,370
13,370
14,565
15,1429
16,489
17,370
18,370
19,370
20,295
21,614
22,370
23,421
24,594
25,474
26,192
27,1175
28,1782
29,729
30,1904
31,1504
32,195
33,75
34,712
35,1857
36,1734
37,332
38,295
39,751
40,1429
41,1265
42,353
43,564
44,678
45,1340
46,911
47,1298
48,1029
49,1713
50,565
1,1298
2,526
3,2223
4,565
5,370
6,1065
7,1028
8,1859
9,1857
10,1705
11,370
12,196
13,751
14,1690
15,295
16,1028
17,75
18,489
19,614
20,1782
21,1429
22,1670
23,370
24,1175
25,370
26,192
27,1782
28,594
29,1028
30,1904
32,195
33,1857
34,1164
35,605
36,565
37,370
38,712
39,1348
40,370
41,332
42,729
43,2074
44,474
45,489
46,1028
47,1028
48,370
49,1028
50,370
1,504
2,1028
3,1622
4,367
5,1298
6,565
7,2223
8,1402
9,370
10,1857
11,1028
12,421
13,526
14,22
15,1859
16,421
17,295
18,1065
19,1782
20,1182
21,196
22,2074
23,1690
24,1622
25,1028
26,614
27,370
28,489
29,75
30,751
31,8
32,1705
33,1622
34,605
35,1467
36,1265
37,1402
38,1098
39,421
40,594
41,1622
42,421
43,370
44,582
45,1429
46,421
47,192
48,1670
49,367
1,1028
2,1402
3,565
4,367
5,1298
6,504
7,2074
8,1622
9,594
10,2223
11,1556
12,1857
13,370
14,1224
15,1782
16,295
17,1028
18,8
19,1061
20,526
21,196
22,1859
23,1759
24,22
25,1182
26,1065
27,614
28,594
29,75
30,489
31,1146
32,370
33,1690
34,605
35,751
36,1429
37,874
38,1028
39,1569
40,2059
41,275
42,1705
43,1402
44,182
45,1098
46,489
47,192
48,370
1,1999
2,1298
3,110
4,2074
5,426
6,1182
7,526
8,195
9,1028
10,1908
11,1402
12,565
13,1887
14,771
15,1254
16,1999
17,56
18,367
19,1857
20,1854
21,1999
22,614
23,1130
24,1298
25,1622
26,2223
27,110
28,514
29,1224
30,1154
31,1265
32,110
33,295
34,110
35,354
36,370
37,504
38,657
39,932
40,499
41,195
42,1208
43,1782
44,729
45,37
46,2074
47,504
48,196
1,1340
2,2074
3,1298
4,411
5,564
6,1999
7,110
8,1854
9,1182
10,426
11,504
12,1296
13,1908
14,526
15,1028
16,2042
17,565
18,195
19,1402
20,1857
21,917
22,932
23,1547
24,367
25,56
26,1130
27,1208
28,614
29,2074
30,771
31,165
32,2223
33,1254
34,295
35,1363
36,1887
37,227
38,1201
39,1533
40,370
41,138
42,1298
43,371
44,110
45,1622
46,110
47,895
48,1243
49,88
50,504
1,863
2,1519
3,564
4,2074
5,1291
6,1999
7,1340
8,1519
9,1519
10,1298
11,1908
12,426
13,353
14,110
15,261
16,1182
17,1854
18,1296
19,1201
20,1028
21,932
22,565
23,1191
24,526
25,88
26,1857
27,411
28,1547
29,504
30,1402
31,1519
32,1519
33,1974
34,402
35,1642
36,614
37,2042
38,165
39,367
40,1519
41,195
42,138
43,227
44,2074
45,547
46,1642
47,2223
48,295
49,1999
1,172
2,1685
3,196
4,863
5,2018
6,1999
7,269
8,2074
9,2063
10,190
11,564
12,1291
13,1908
14,1519
15,367
16,1130
17,1519
18,426
19,1298
20,1296
21,1340
22,110
23,2215
24,1182
25,565
26,932
27,1547
28,1857
29,353
30,1201
31,1028
32,1191
33,1854
34,920
35,526
36,1146
37,1333
38,1402
39,1806
40,1985
41,1519
42,88
43,547
45,2223
46,1974
47,411
48,367
1,573
2,573
3,172
4,573
5,573
6,1291
7,573
8,573
9,1731
10,863
11,573
12,1999
13,1685
14,196
15,573
16,573
17,573
18,2063
19,1908
20,1581
21,2074
22,2018
23,573
24,269
25,190
26,582
27,422
28,573
29,851
30,564
31,426
32,371
33,1887
34,1519
35,43
36,1130
37,1298
38,1857
39,565
40,1296
41,1547
42,1340
43,110
44,1519
45,2085
46,932
47,1182
48,1028
49,1333
50,367
1,172
2,171
3,573
4,196
5,573
6,863
7,196
8,1999
9,1731
10,573
11,1685
12,1291
13,1731
14,584
15,1908
16,851
17,2074
18,564
19,2063
20,2018
21,573
22,1887
23,573
24,573
25,426
26,1857
27,565
28,371
29,1581
30,196
31,269
32,573
33,1098
34,584
35,190
36,573
37,422
38,1296
39,196
40,573
41,1028
42,1130
43,1298
44,196
45,196
46,582
47,584
48,1547
49,354
50,573
1,1028
2,172
3,171
4,573
5,293
6,584
7,863
8,573
9,1999
10,196
11,196
12,1685
13,2074
14,573
15,1291
16,584
17,1887
18,2063
19,564
20,1908
21,565
22,426
23,1731
24,1857
25,1028
26,584
27,1731
28,2018
29,851
30,269
31,1098
32,1581
33,573
34,632
35,1192
36,2198
37,371
38,573
39,573
40,582
41,1130
42,573
43,190
44,584
45,110
46,1935
47,1296
48,1547
49,422
50,1298
1,1248
2,1248
3,1248
4,1248
5,1248
6,1248
7,1248
8,1248
9,1248
10,2035
11,172
12,293
13,171
14,1028
15,863
16,573
17,1999
18,584
19,573
20,196
21,196
22,656
23,1887
24,1685
25,2074
26,573
27,1908
28,2035
29,564
30,844
31,2063
32,582
33,426
34,1192
35,1291
36,565
37,1857
38,632
39,1731
40,584
41,2018
42,1028
43,1130
44,1935
45,1330
46,1731
47,1098
48,584
49,638
50,851
1,2141
2,2141
3,1248
4,2141
5,2141
6,2141
7,2141
8,2141
9,2141
10,2141
11,1248
12,2035
13,1248
14,2141
15,1430
16,172
17,2141
18,1248
19,2141
20,2141
21,1248
22,1248
23,1248
24,171
25,573
26,1248
27,154
28,1248
29,154
30,863
31,738
32,1999
33,656
34,1887
35,293
36,784
37,860
38,1028
39,1903
40,2074
41,565
42,1933
43,1974
44,1685
45,196
46,573
47,196
48,1974
49,1908
50,1330
1,738
2,2141
3,1248
4,2035
5,822
6,195
7,154
8,2141
9,573
10,2141
11,1248
12,1343
13,172
14,784
15,2141
16,1248
17,2141
18,738
19,171
20,1859
21,2035
22,1430
23,2141
24,1248
25,2141
26,2141
27,195
28,656
29,2141
30,1248
31,1248
32,1248
33,1999
34,154
35,1887
36,738
37,1248
38,738
39,738
40,738
41,738
42,1860
43,751
44,863
45,738
46,1612
47,738
48,1903
49,738
1,1015
2,1343
3,2141
4,1859
5,738
6,1248
7,822
8,1238
9,2035
10,751
11,573
12,154
13,172
14,1343
15,2141
16,784
17,195
18,2035
19,1248
20,171
21,2141
22,1430
23,2141
24,1248
25,2141
26,1887
27,1877
28,380
29,656
30,1999
31,1859
32,1903
33,2141
34,1248
35,402
36,154
37,1015
38,863
39,1933
40,2141
41,2167
42,2141
43,1248
44,1248
45,1248
46,2141
47,1343
48,1620
49,1732
1,477
2,1015
3,1343
4,1238
5,2142
6,2141
7,316
8,1248
9,166
10,1877
11,1777
12,1028
13,738
14,751
15,2035
16,1859
17,1880
18,573
19,822
20,477
21,1676
22,1515
23,700
24,172
25,784
26,154
27,202
28,2188
29,195
30,2035
31,1903
32,171
33,1859
34,1248
35,1343
36,2141
37,1887
38,1676
39,1430
40,1999
41,656
42,477
43,2141
44,1248
45,2167
46,380
47,1933
48,2141
49,2141
1,166
2,316
3,1777
4,1880
5,1515
6,1635
7,1015
8,2142
9,477
10,700
11,2188
12,426
13,1028
14,202
15,1343
16,319
17,2141
18,1877
19,1238
20,751
21,1248
22,2035
23,738
24,1777
25,573
26,822
27,172
28,784
29,1485
30,1859
31,822
32,1903
33,154
34,1933
35,2035
36,171
37,1887
38,433
39,195
40,1248
41,2141
42,367
43,1781
44,1620
45,1182
46,600
47,1864
48,477
1,1854
2,166
3,1035
4,2223
5,1635
6,1340
7,319
8,1130
9,1777
10,477
11,1015
12,1854
13,1781
14,316
15,426
16,1028
17,2142
18,1330
19,1343
20,1877
21,822
22,1880
23,751
24,2141
25,1511
26,1485
27,1238
28,1515
29,1248
30,2035
31,367
32,172
33,573
34,700
35,784
36,1777
37,738
38,2188
39,1854
40,1182
41,52
42,1854
43,1854
44,2035
45,1887
46,1854
47,154
48,202
49,170
50,822
1,1854
2,1854
3,1298
4,166
5,196
6,1035
7,2223
8,1130
9,1903
10,1635
11,196
12,1340
13,1511
14,477
15,1028
16,1854
17,280
18,1015
19,1781
20,319
21,655
22,426
23,1854
24,1485
25,1777
26,2142
27,1854
28,1854
29,2141
30,426
31,316
32,1330
33,1877
34,751
35,1343
36,1351
37,822
38,1854
39,785
40,1854
41,1248
42,1854
43,52
44,1903
45,1854
46,2035
47,1903
48,1880
49,573
50,784
1,1298
2,863
3,1254
4,280
5,863
6,166
7,1854
8,1238
9,1854
10,2223
11,1305
12,1635
13,1035
14,426
15,196
16,1130
17,196
18,1130
19,1340
20,863
21,1903
22,1781
23,477
24,655
25,1015
26,1028
27,319
28,196
29,863
30,863
31,751
32,1511
33,2141
34,2038
35,2141
36,1877
37,1485
38,655
39,1238
40,863
41,52
42,863
43,2074
44,426
45,1330
46,1248
47,1343
48,354
49,863
1,196
2,1305
3,1238
4,1298
5,166
6,280
7,1254
8,293
9,863
10,2038
11,1854
12,863
13,1999
14,1635
15,2223
16,1854
17,1238
18,1035
19,2083
20,1130
21,1781
22,1340
23,426
24,1254
25,477
26,196
27,2074
28,1287
29,52
30,1903
31,1130
32,1015
33,1028
34,863
35,1877
36,319
37,751
38,1238
39,2141
40,166
41,554
42,526
43,196
44,655
45,1045
46,1238
47,2141
48,1035
1,166
2,1960
3,1254
4,196
5,1305
6,166
7,1238
8,1999
9,1999
10,1960
11,1254
12,280
13,1298
14,2038
15,1045
16,293
17,863
18,1854
19,1385
20,863
21,166
22,1999
23,2074
24,1635
25,2223
26,2053
27,1035
28,1960
29,1854
30,2216
31,1781
32,1999
33,1960
34,582
35,1238
36,2083
37,554
38,1028
39,1015
40,477
41,1999
42,426
43,1340
44,421
45,1035
46,1585
47,1287
48,1877
1,166
2,564
3,1960
4,2216
5,2169
6,196
7,166
8,1254
9,1305
10,2142
11,1238
12,2043
13,2141
14,1999
15,280
16,2038
17,863
18,1960
19,1045
20,166
21,1298
22,293
23,1254
24,2074
25,1854
26,1015
27,863
28,1635
29,1343
30,2053
31,1999
32,526
33,1343
34,1781
35,2223
36,1035
37,1035
38,2217
39,2083
40,1854
41,1960
42,2014
43,2141
44,2142
45,1028
46,1385
47,19
48,1799
49,1960
1,2141
2,2142
3,166
4,2169
5,1960
6,190
7,2014
8,2216
9,564
10,196
11,166
12,166
13,1254
14,831
15,1999
16,1305
17,1238
18,2074
19,1298
20,863
21,280
22,1960
23,526
24,293
25,2038
26,1045
27,2141
28,2053
29,710
30,1254
31,1635
32,2043
33,1854
34,863
35,851
36,2223
37,1035
38,457
39,1781
40,1343
41,1999
42,2141
43,777
44,2142
45,12
46,2217
47,1015
48,1343
49,1291
1,1028
2,962
3,614
4,190
5,2141
6,1343
7,231
8,962
9,2142
10,7
11,962
12,1960
13,457
14,2216
15,7
16,166
17,171
18,2169
19,962
20,564
21,166
22,196
23,2014
24,1298
25,863
26,1305
27,962
28,1960
29,1238
30,962
31,12
32,280
33,1254
34,962
35,2053
36,1635
37,962
38,19
39,2038
40,1999
41,962
42,863
43,500
44,332
45,1292
46,1334
47,962
48,356
49,68
50,962
2,1028
3,1343
4,614
5,190
6,1781
7,962
8,2141
9,565
10,7
11,1254
13,231
14,2142
16,1960
17,703
18,7
19,962
20,171
21,166
22,541
23,962
24,332
25,2216
26,1841
27,564
28,457
29,1960
30,2169
31,196
32,863
33,2014
34,2053
35,1298
36,1305
37,166
38,1781
39,1238
40,12
41,1635
42,1254
43,962
44,851
45,280
46,353
47,909
48,19
49,68
50,1521
1,863
2,1521
3,1254
4,1028
5,190
6,614
7,1343
8,489
9,1841
11,2141
12,962
13,1547
14,7
15,1781
16,12
17,1960
18,565
19,1908
20,231
21,829
22,919
23,12
24,1960
25,2142
26,171
27,1314
28,332
29,166
30,7
31,919
32,703
33,2035
34,962
36,2169
37,863
38,196
39,564
41,1298
42,1521
43,1715
44,810
45,2216
46,457
47,1759
48,1095
49,962
50,1305
1,1521
2,863
3,919
5,614
6,1028
7,190
8,1314
9,1841
10,1254
11,1547
12,919
13,1343
14,7
15,2141
16,962
17,1960
18,1781
20,489
21,829
22,1960
23,565
24,334
25,12
26,2063
27,231
28,712
29,1881
30,538
31,12
32,1908
33,332
34,2035
35,1127
36,1127
37,919
38,2142
39,166
40,1960
41,171
42,564
43,223
44,1924
45,863
46,2169
47,7
48,703
49,196
50,971
1,1521
2,919
3,863
4,1314
5,171
6,919
7,614
8,1340
9,190
11,1028
12,1547
13,1841
14,1254
15,1127
16,1343
17,2063
18,1507
19,7
20,2141
21,1781
22,1127
23,1960
24,829
25,962
26,1265
27,1881
28,334
29,538
31,1960
32,919
33,12
34,489
35,565
36,223
37,1924
38,231
39,1127
40,332
41,971
42,1182
43,1908
44,2035
45,12
46,1960
47,103
48,1507
49,166
50,171
1,171
2,166
3,1521
4,1973
5,863
6,1340
7,863
8,351
9,1907
10,919
11,1507
12,614
13,1841
14,190
15,2142
16,1314
17,1028
18,1547
19,1254
20,919
22,2141
23,1973
24,1343
25,7
26,2063
27,1127
28,1781
29,1182
30,1127
31,1973
32,962
33,1960
34,829
35,166
36,402
38,1265
39,1960
40,489
41,1507
42,1709
43,12
44,1881
45,565
46,1887
47,334
48,538
49,2142
50,103
1,171
2,166
3,1685
4,1521
5,2142
6,863
7,1340
8,351
9,1973
10,1017
11,863
12,614
13,190
14,1841
15,1547
16,1507
17,1028
18,1015
19,2141
20,919
21,1254
22,1907
23,1887
25,1343
26,1314
27,7
28,1127
29,962
30,2063
31,1960
32,919
33,1781
34,166
35,829
36,1127
37,710
38,1663
39,1960
41,1265
42,1709
43,1182
44,2079
45,2142
46,846
47,731
48,1485
1,171
2,830
3,166
4,1298
5,1298
6,1685
7,1521
8,1191
9,56
10,351
11,863
12,1340
13,1298
14,1298
15,2142
16,830
17,1298
18,1973
19,614
20,1017
21,1841
22,1298
23,1298
24,190
25,1298
26,1298
27,863
28,1547
29,1028
30,2141
31,1507
32,830
33,919
34,1298
35,1254
36,830
37,1015
38,1887
39,1314
40,1343
41,56
42,1127
43,830
45,830
46,7
47,2063
48,962
49,166
50,919
1,171
2,1298
3,166
4,1298
5,1685
6,830
7,1289
8,56
9,1521
10,351
11,1298
12,863
13,1191
14,1340
15,1298
16,614
17,2142
18,1298
19,1298
20,1841
21,1973
22,190
23,190
24,1298
25,1298
26,1017
27,1298
28,2141
29,1028
30,863
31,1547
32,1507
33,830
34,1254
35,1298
36,1015
37,919
38,1248
39,1887
40,1127
41,1314
42,56
43,962
45,1343
46,270
47,1960
48,7
49,2063
50,1182
1,171
2,1298
3,166
4,830
5,1685
6,1298
7,56
8,1289
9,1191
10,1521
11,863
12,351
13,190
14,1340
15,1298
16,1248
17,614
18,40
19,1298
20,1841
21,2141
22,1298
23,2142
24,1973
25,190
26,1028
27,1547
28,1298
29,555
30,1017
31,1298
32,863
33,1887
34,1298
35,1507
36,1298
37,1015
38,830
39,1254
40,919
41,270
42,1127
43,166
44,962
45,1298
46,1017
47,1182
48,1960
49,850
50,844
1,171
2,1298
3,166
4,1248
5,2035
6,555
7,830
8,1685
9,40
10,1298
11,1289
12,489
13,1191
14,56
15,351
16,1521
17,863
18,1298
19,614
20,1340
21,190
22,1841
23,2075
24,1289
25,2141
26,1298
27,1547
28,1298
29,2142
30,190
31,1298
32,1028
33,731
34,1973
35,1887
36,789
37,844
38,2035
39,863
40,1908
41,903
42,1298
43,1017
44,1385
45,830
46,1298
47,1015
48,1017
49,1507
50,166
1,1358
2,171
3,2035
4,1035
5,1298
6,789
7,1248
8,40
9,166
10,555
11,1685
12,364
13,830
14,1385
15,1298
16,1289
17,1191
18,1298
19,489
20,351
21,863
22,846
23,56
24,1521
25,614
26,1340
27,1841
28,1547
29,190
30,2141
31,1547
32,1385
33,1289
34,903
35,1298
36,2075
37,920
38,1298
39,1358
40,190
41,1385
42,582
43,1028
44,1385
45,1298
46,2035
47,1289
48,1358
49,731
50,2142
1,1126
2,1126
3,1126
4,89
5,1126
6,1126
7,1126
8,1126
9,1126
10,1126
11,1126
12,1035
13,1126
14,1358
15,565
16,171
17,1962
18,331
19,40
20,166
21,1298
22,1248
23,2035
24,789
25,915
26,1385
27,830
28,1685
29,364
30,1289
31,555
32,1298
33,351
34,489
35,2075
36,2074
37,1298
38,2141
39,1289
40,915
41,1521
42,1841
43,1289
44,614
45,1191
46,197
47,56
48,1547
49,1119
50,1650
1,1126
2,89
3,2194
4,1126
5,1126
6,1358
7,1035
8,565
9,171
10,1126
11,1126
12,1962
13,1126
14,1119
15,40
16,166
17,1126
18,1126
19,331
20,1126
21,1298
22,846
23,1126
24,2035
25,1248
26,2075
27,1126
28,789
29,364
30,1289
31,1685
32,830
33,555
34,731
35,1385
36,2141
37,489
38,1298
39,1119
40,2074
41,915
42,351
43,915
44,1521
45,1841
46,1289
47,1298
48,614
49,1670
50,1333
1,89
2,1126
3,2194
4,1126
5,1358
6,1035
7,565
8,1126
9,171
