1,291
2,333
3,1564
4,2083
5,1448
6,1625
7,1280
8,217
9,1887
10,585
11,1846
12,2083
13,1611
14,333
15,1383
16,1877
17,1290
18,1448
19,291
20,2083
21,1269
22,1101
23,1877
24,1280
25,585
26,688
27,530
28,957
29,61
30,1877
31,0
33,0
34,484
35,1678
36,2083
37,1600
38,653
39,0
40,0
42,2083
43,861
44,1280
45,2083
46,1321
47,603
48,1220
49,1564
1,861
2,291
3,217
4,603
5,333
6,2083
7,1564
8,1081
9,861
10,1637
11,1625
12,1448
13,1877
14,1448
15,1280
16,1846
17,1526
18,186
19,1290
20,1611
21,1887
22,546
23,333
24,2083
25,1846
26,291
27,1269
28,1877
29,0
30,49
31,1877
32,1290
33,1448
34,1383
35,74
36,530
37,1290
38,1280
39,1791
40,1564
41,484
42,0
43,1678
44,885
45,2083
46,1676
47,412
48,1880
49,585
1,464
2,291
3,1564
4,333
5,217
6,861
7,186
8,2083
9,1564
10,1625
11,260
12,1280
13,1448
14,603
15,1290
16,1611
17,1877
18,1791
19,333
20,1269
21,1846
22,840
23,1491
24,1637
25,291
26,1081
27,530
28,1887
29,546
30,217
31,332
32,0
33,1877
34,861
35,1880
36,1397
37,1877
38,2083
39,1220
40,2177
41,484
42,1290
43,1280
44,0
45,1846
46,1448
47,1280
48,0
49,1553
1,464
2,291
3,260
4,333
5,1564
6,333
7,1018
8,217
9,1564
10,861
11,1491
12,2083
13,1625
14,0
15,186
16,1791
17,1280
18,1877
19,1483
20,1290
21,1448
22,1846
23,603
24,0
25,1846
26,1611
27,1269
28,1876
29,0
30,781
31,333
32,291
33,0
34,530
35,872
36,484
37,546
38,1877
39,1676
40,1887
42,278
43,1637
44,1290
45,0
46,1220
47,0
48,1880
49,217
50,1081
1,464
2,291
3,0
4,694
5,1840
6,1651
7,1380
8,1564
9,1018
10,0
11,333
12,1564
13,333
14,1434
15,217
16,878
17,1625
18,1877
19,260
20,861
21,186
22,2083
23,1290
24,883
25,1791
26,1280
27,1791
29,1611
30,0
31,1269
32,1771
33,987
34,806
35,1994
36,1876
37,1448
38,2210
40,1676
41,1491
42,0
43,1509
44,0
45,0
46,1290
47,301
48,1184
49,1089
50,0
1,464
2,1564
3,1380
4,1008
5,1840
6,291
7,694
8,0
9,1290
10,1791
11,1018
12,1434
13,1564
14,2053
15,0
16,333
17,1018
18,1651
19,260
20,333
21,1564
22,1583
23,1877
24,987
26,1625
27,217
28,1076
29,0
30,1791
31,878
32,1290
33,1280
34,1771
35,1876
36,1994
37,13
38,1220
39,1687
40,426
41,0
42,1406
43,861
44,1611
45,0
46,0
47,1269
48,1846
49,23
50,0
1,1911
2,1611
3,2123
4,1564
5,464
6,1018
7,1583
8,150
9,1147
10,1380
11,1840
12,0
13,291
14,1076
15,787
16,1651
17,2120
18,694
19,2120
20,1434
21,1008
22,1564
23,333
24,233
25,1564
26,1791
27,0
28,333
30,1290
31,1018
32,987
33,1812
34,2120
35,1220
36,1564
37,260
38,1877
39,1406
40,426
41,217
42,1771
43,1651
44,263
45,0
46,1290
47,1625
48,1791
49,1583
50,1876
1,1911
2,1748
3,1748
4,1748
5,1748
6,1611
7,1748
8,2123
9,1018
10,464
11,1564
12,1748
13,1583
14,1651
15,1380
16,0
17,1840
18,291
19,150
20,787
21,1147
22,1611
23,2120
24,1564
25,2120
26,333
27,1434
28,333
29,694
30,1564
31,1220
32,1076
33,0
34,987
35,1564
36,0
38,217
39,2120
40,1791
41,2157
42,1008
43,260
44,1771
45,1018
46,1876
47,0
48,0
49,1877
1,1911
2,1748
3,1748
4,1748
5,1018
6,1611
7,2123
8,1748
9,464
10,1748
11,1583
12,1564
13,332
14,1380
15,1651
16,1748
17,291
18,0
19,1611
20,1840
21,150
22,0
23,2120
24,333
25,787
26,1220
27,1564
28,1147
29,694
30,1564
31,1128
32,1434
33,987
34,1876
35,260
36,217
37,2120
38,0
39,1564
40,0
41,0
42,1625
43,1076
45,0
46,1008
47,0
48,0
49,1188
50,2083
1,1887
2,1014
3,1018
4,1911
5,1748
6,1018
7,1843
8,1890
9,1611
10,1748
11,2123
12,1081
13,1748
14,1675
15,464
16,1583
17,1191
18,1564
19,1748
20,1564
21,1748
22,631
23,1565
24,291
25,1380
26,1651
27,593
28,0
29,1128
30,1840
31,1836
32,0
33,1611
34,1748
35,0
36,333
37,1564
38,1611
39,332
40,2057
41,987
42,0
43,0
44,1220
45,1876
46,0
47,150
48,0
49,2120
50,1491
1,1633
2,1887
3,1748
4,1911
5,1014
6,1191
7,1018
8,593
9,820
10,1018
11,1611
12,2123
13,1748
14,1748
15,1808
16,41
17,1939
18,2170
19,694
20,464
21,1583
22,1564
23,667
24,1748
25,1939
26,1633
27,2209
28,1633
29,1843
30,1564
31,0
32,291
33,1841
34,0
35,787
36,1890
37,1836
38,1081
39,0
40,0
41,292
42,1748
43,1380
44,1675
45,1168
46,588
47,761
48,987
49,1565
50,1290
1,820
2,820
3,0
4,820
5,1840
6,766
7,1887
8,1748
9,820
10,820
11,1633
12,41
13,820
14,820
15,1911
16,820
17,820
18,1018
19,0
20,820
21,1014
22,820
23,1191
24,593
25,1808
26,694
27,2123
28,1611
29,250
30,1748
31,2170
32,1018
33,1748
34,1993
35,464
36,0
37,1583
38,0
39,0
40,1564
41,2120
42,292
43,0
44,588
45,763
46,291
47,0
48,0
49,1748
1,820
2,820
3,820
4,820
5,820
6,820
7,820
8,820
9,820
10,0
11,820
12,820
13,766
14,1748
15,1887
16,1633
17,1911
18,1840
19,1018
20,0
21,1512
22,0
23,41
24,1014
25,2010
26,2123
27,0
28,593
29,1503
30,1611
31,1122
32,250
33,237
34,1583
35,1433
36,1191
37,2120
38,1808
39,1748
40,0
41,952
42,464
43,578
44,0
45,0
46,787
47,1748
48,291
49,0
1,820
2,0
3,820
4,291
5,820
6,820
7,1877
8,820
9,820
10,820
11,0
12,0
13,766
14,1512
15,820
16,0
17,820
18,0
19,820
20,0
21,1748
22,0
23,820
24,0
25,390
26,598
27,0
28,1633
29,0
30,0
31,1887
32,1018
33,1840
34,1911
35,0
36,0
37,41
38,1611
39,2123
40,2138
41,329
42,1014
43,250
44,1122
45,593
46,2083
47,0
48,0
1,820
2,1877
3,820
4,820
5,291
6,820
7,0
8,347
9,820
10,766
11,0
12,820
13,820
14,820
15,820
16,1748
17,1808
18,1512
19,0
20,820
21,390
22,1290
23,820
24,0
25,1633
26,546
27,1013
28,2138
29,1018
30,1269
31,1887
32,1911
33,2083
34,1251
35,1840
36,0
37,265
38,0
39,1611
40,1564
41,0
42,0
43,598
44,0
45,0
46,41
47,2123
48,1929
49,250
1,1877
2,820
3,1356
4,820
5,291
6,820
7,1892
8,0
9,347
10,820
11,766
12,1269
13,820
14,1748
15,1564
16,782
17,546
18,0
19,820
20,1512
21,820
22,0
23,820
24,1808
25,1633
26,1892
27,820
28,820
29,1290
30,390
31,1018
32,1413
33,1911
34,820
35,0
36,1013
37,1892
38,1892
39,1887
40,250
41,1892
42,0
43,1892
44,1251
45,0
46,1892
47,1611
48,1523
49,639
50,1127
1,1290
2,653
3,639
4,1877
5,1611
6,820
7,1564
8,471
9,0
10,418
11,820
12,291
13,1356
14,333
15,263
16,820
17,2076
18,1413
19,820
20,782
21,109
22,2174
23,1220
24,0
25,766
26,1748
27,347
28,2165
29,1280
30,820
31,2209
32,1512
33,820
34,546
35,2001
36,1057
37,1530
38,820
39,164
40,0
41,1808
42,820
43,1380
44,0
45,250
46,0
47,0
48,1269
49,820
50,1625
1,1564
2,1290
3,639
4,471
5,1877
6,263
7,653
8,1220
9,820
10,1611
11,333
12,109
13,1290
14,877
15,820
16,1111
17,291
18,1426
19,2174
20,418
21,23
22,820
23,1380
24,820
25,1356
26,1748
27,1280
28,1625
29,0
30,0
31,2165
32,1413
33,2076
34,766
35,800
36,820
37,1671
38,1564
39,1808
40,782
41,1220
42,1397
43,2167
44,546
45,1220
46,1057
47,2209
48,820
49,0
1,1564
2,1111
3,1448
4,1290
5,639
6,1846
7,1290
8,1877
9,471
10,1220
11,877
12,820
13,1611
14,333
15,109
16,653
17,263
18,1426
19,820
20,291
21,1448
22,23
23,820
24,1280
25,221
26,820
27,0
28,1356
29,1748
30,418
31,1448
32,0
33,766
34,1448
35,1280
36,0
37,820
38,1671
39,1611
40,1746
41,1448
42,1448
43,2174
44,1625
45,0
46,660
47,1371
48,0
1,1448
2,1564
3,221
4,0
5,1448
6,1846
7,639
8,1290
9,1081
10,1111
11,1877
12,1448
13,1220
14,2010
15,1290
16,1448
17,471
18,333
19,820
20,1611
21,0
22,109
23,1808
24,1448
25,1877
26,653
27,1840
28,1448
29,1748
30,820
31,0
32,0
33,291
34,877
35,1448
36,263
37,1280
38,2221
39,820
40,0
41,23
42,2059
43,1748
44,1748
45,1611
46,820
47,1744
48,1748
1,1748
2,1611
3,1748
4,0
5,1748
6,1748
7,0
8,1748
9,639
10,1290
11,426
12,1564
13,1877
14,533
15,1846
16,2010
17,820
18,1220
19,1290
20,0
21,1895
22,1716
23,1448
24,0
25,0
26,1877
27,0
28,263
29,333
30,0
31,471
32,1631
33,1081
34,426
35,653
36,0
37,0
38,0
39,221
40,1084
41,1611
42,1448
43,820
44,0
45,0
46,0
47,639
48,0
49,0
1,639
2,1748
3,1611
4,0
5,533
6,0
7,1748
8,1220
9,1583
10,1564
11,428
12,1684
13,1748
14,1162
15,1748
16,1846
17,1482
18,1220
19,426
20,1877
21,639
22,1748
23,0
24,1290
25,1290
26,822
27,2010
28,1877
29,1084
30,777
31,820
32,1631
33,0
34,351
35,1004
36,0
37,333
38,428
39,471
40,0
41,1448
42,0
43,0
44,0
45,0
46,0
47,1975
48,0
49,428
1,820
2,820
3,820
4,639
5,820
6,1748
7,1162
8,0
9,1611
10,820
11,1840
12,1684
13,0
14,1583
15,533
16,533
17,1692
18,1748
19,1564
20,0
21,0
22,1220
23,1846
24,1220
25,1877
26,820
27,1290
28,533
29,1879
30,1748
31,1748
32,574
33,1482
34,540
35,0
36,0
37,639
38,0
39,0
40,1084
41,567
42,1877
43,0
44,0
45,1631
46,1290
47,0
48,820
49,1840
50,0
1,820
2,820
3,820
4,1129
5,820
6,1840
7,639
8,820
9,1290
10,533
11,1748
12,217
13,1611
14,1692
15,1162
16,0
17,0
18,1684
19,1583
20,0
21,1879
22,533
23,1910
24,533
25,1564
26,1748
27,1220
28,1877
29,2062
30,1220
31,820
32,0
33,1846
34,1084
35,540
36,1840
37,1877
38,820
39,639
40,1290
41,540
42,0
43,1482
44,1748
45,1748
46,1290
47,1631
48,1840
49,1290
50,533
1,1290
2,1911
3,1280
4,820
5,584
6,820
7,1129
8,1840
9,639
10,820
11,358
12,540
13,1748
14,1162
15,533
16,820
17,763
18,418
19,1611
20,217
21,1910
22,1840
23,1678
24,1692
25,820
26,1684
27,0
28,1583
29,1564
30,533
31,0
32,1879
33,1748
34,1840
35,1220
36,1534
37,546
38,0
39,1354
40,595
41,1877
42,820
43,278
44,533
45,0
46,0
47,1534
48,1444
49,820
50,1877
1,1911
2,1280
3,1290
4,1840
5,820
6,418
7,1224
8,1840
9,1840
10,820
11,1129
12,584
13,639
14,1748
15,1840
16,533
17,820
18,547
19,217
20,1611
21,1444
22,540
23,1903
24,820
25,1678
26,1692
27,1910
28,1162
29,358
30,1684
31,0
32,1583
33,1840
34,1564
35,0
36,1879
37,0
38,763
39,546
40,533
41,1220
42,820
43,820
44,451
45,1611
46,0
47,0
48,1877
49,471
50,1369
1,471
2,2057
3,471
4,1911
5,1280
6,471
7,1290
8,1564
10,1840
11,291
12,471
13,820
14,742
15,1840
16,1840
17,1224
18,1129
19,639
20,418
21,1840
22,820
23,1748
24,217
25,1369
26,533
27,1903
28,584
29,1606
30,1611
31,1692
32,1678
33,1840
34,1444
35,540
36,820
37,1583
38,1879
39,1910
40,0
41,547
42,1057
43,0
44,1684
45,820
46,0
47,533
48,949
49,0
50,1289
1,471
2,1738
3,1911
4,2057
5,1280
6,1290
7,1840
8,471
9,1919
10,1886
11,235
12,1633
13,1564
14,471
15,985
17,0
18,1840
19,1840
20,471
21,820
22,291
23,1738
24,742
25,639
26,1129
27,1992
28,285
29,820
30,1269
31,217
32,1840
33,180
34,583
35,1748
36,418
37,2168
38,428
39,1841
40,533
41,1369
42,1840
43,949
44,1224
45,311
46,0
47,1692
48,1583
49,1678
1,471
2,1738
3,2057
4,471
5,1290
6,1911
7,0
8,1886
9,688
10,1840
11,1877
12,1280
13,1840
14,533
15,471
17,820
18,1840
19,1290
20,1564
21,291
22,471
23,1482
24,0
25,1919
26,235
27,1651
28,418
29,1434
30,1738
31,533
32,820
33,1633
34,639
35,742
36,1174
37,1129
38,1748
39,1269
40,285
41,1877
42,0
43,1369
44,2001
45,1290
46,1831
47,0
48,2157
49,290
50,418
1,471
2,1738
3,396
4,2057
5,471
6,1341
7,1290
8,1886
9,1840
10,1911
11,0
12,905
13,688
14,1840
15,1290
16,1280
17,1840
18,1877
19,820
20,471
21,291
23,471
24,1564
25,1482
26,1482
27,235
28,1651
29,533
30,533
31,820
32,1129
33,1738
34,1919
35,742
36,1748
37,1540
38,418
39,0
40,1434
41,1877
42,639
43,1369
45,0
46,179
47,2094
48,1633
49,975
1,471
2,1220
3,396
4,1738
5,867
6,0
7,471
8,1290
9,2057
10,1886
11,1840
12,1911
13,1188
14,1341
15,0
16,1840
17,1290
18,688
19,1535
20,1482
21,1280
22,1840
23,820
24,1877
25,905
26,0
27,1434
28,291
30,533
31,1651
32,1564
33,2053
34,1220
36,364
37,1129
38,1482
39,1738
40,471
41,471
42,0
43,235
44,820
45,0
46,0
47,74
48,533
49,1808
50,1220
1,1591
2,0
3,1220
4,471
5,1738
6,471
7,1886
8,396
9,1380
10,2057
11,1290
13,1840
14,867
15,1911
16,1840
17,0
18,1341
19,688
20,1290
21,610
22,820
23,0
24,1840
25,1280
26,1188
27,1482
28,1434
29,74
30,291
31,364
32,533
33,1535
35,1877
36,905
37,852
38,1651
39,949
40,1129
41,820
42,0
43,0
45,787
46,217
47,1820
48,1564
49,1633
50,1610
2,1591
3,1328
4,471
5,0
6,0
7,1220
8,2209
9,291
10,1380
11,471
12,1738
13,610
14,1886
15,715
16,2057
17,1290
18,1609
19,0
20,396
21,1840
22,1911
23,838
24,1611
25,1840
26,949
27,0
28,867
29,503
30,1341
31,688
32,2120
33,74
34,820
35,0
36,852
37,1290
38,1172
39,1851
40,1840
42,0
43,0
44,291
45,2037
46,1280
47,30
48,1434
49,1564
50,1482
1,1591
2,1611
4,1328
5,0
6,530
7,2209
8,291
9,471
10,1748
11,1481
12,0
13,1220
14,546
15,715
16,1748
17,1840
18,1748
19,1851
20,471
21,2120
22,1748
23,1748
24,0
25,2057
26,1738
27,1886
28,1866
29,1290
30,1174
31,1380
32,838
33,2037
34,1911
35,1609
36,74
37,1840
38,263
39,610
40,1840
41,1413
42,396
43,0
44,0
45,1611
46,820
48,1341
49,573
50,74
1,2018
2,1748
3,1748
4,2018
5,2018
6,1637
7,1591
8,2018
9,546
10,2018
12,1481
13,1748
14,2018
15,1748
16,2018
17,1748
18,2018
19,2018
20,2018
21,471
22,291
23,1328
24,1611
25,0
26,2209
27,1220
28,530
29,1851
30,0
31,1413
32,471
33,715
34,2120
35,1840
36,1478
37,2057
38,1738
39,1290
