1,1436
2,1436
3,1699
4,762
5,814
6,1936
7,1936
8,1658
9,1236
10,1395
11,1998
12,2120
13,1227
14,539
15,733
16,1591
17,1684
18,814
19,1436
20,2016
21,2001
22,834
23,1591
24,1936
25,1658
26,2216
27,1645
28,517
29,1172
30,1591
31,733
33,733
34,1572
35,647
36,1043
37,1854
38,1756
39,733
40,733
42,607
43,1658
44,1936
45,2016
46,539
47,995
48,2167
49,1699
1,1658
2,1436
3,1658
4,995
5,1436
6,762
7,1699
8,1660
9,1658
10,475
11,1936
12,814
13,1591
14,1186
15,1936
16,1858
17,830
18,149
19,1684
20,1227
21,1236
22,754
23,539
24,2120
25,1998
26,1436
27,2001
28,1591
29,733
30,957
31,1591
32,1684
33,814
34,733
35,733
36,1645
37,1684
38,1936
39,2160
40,1699
41,1572
42,733
43,647
44,935
45,2016
46,570
47,252
48,29
49,1395
1,854
2,1436
3,1699
4,1436
5,1658
6,1658
7,149
8,762
9,1699
10,1936
11,932
12,1936
13,814
14,995
15,1684
16,1227
17,1591
18,2160
19,539
20,2001
21,1858
22,1123
23,822
24,475
25,1436
26,1660
27,1645
28,1236
29,754
30,1658
31,1789
32,733
33,1591
34,1658
35,29
36,1339
37,1591
38,2120
39,2167
40,733
41,1572
42,1684
43,1497
44,733
45,1998
46,1186
47,1936
48,733
49,779
1,854
2,1436
3,932
4,539
5,1699
6,1436
7,2228
8,1658
9,1699
10,1658
11,822
12,762
13,1936
14,733
15,149
16,2160
17,1936
18,1591
19,1106
20,1684
21,814
22,510
23,995
24,733
25,1858
26,1227
27,2001
28,733
29,733
30,1092
31,539
32,1436
33,733
34,1645
35,1658
36,1572
37,754
38,1591
39,570
40,1236
42,333
43,475
44,1684
45,733
46,2167
47,733
48,29
49,1658
50,1660
1,854
2,1436
3,733
4,875
5,837
6,837
7,1867
8,1699
9,2228
10,733
11,1436
12,1699
13,539
14,757
15,1658
16,1593
17,1936
18,1591
19,932
20,1658
21,149
22,762
23,1684
24,802
25,2160
26,1936
27,2160
29,1227
30,733
31,2001
32,1973
33,536
34,1190
35,1684
36,733
37,814
38,164
40,570
41,822
42,733
43,917
44,733
45,733
46,1684
47,873
48,889
49,733
50,733
1,854
2,837
3,1867
4,1636
5,837
6,1436
7,875
8,733
9,1684
10,2160
11,1676
12,757
13,1699
14,1640
15,733
16,539
17,2228
18,837
19,932
20,1436
21,1699
22,2206
23,1591
24,536
26,1936
27,1658
28,289
29,733
30,2160
31,1593
32,1684
33,1936
34,1973
35,733
36,1684
37,796
38,2167
39,923
40,2175
41,733
42,1065
43,1658
44,1227
45,733
46,733
47,2001
48,1381
49,1740
50,733
1,639
2,1227
3,61
4,837
5,854
6,1676
7,2206
8,2013
9,2204
10,1867
11,837
12,733
13,1436
14,289
15,761
16,1014
17,838
18,875
19,838
20,757
21,1636
22,1699
23,539
24,48
25,957
26,2160
27,733
28,1436
30,1684
31,2228
32,536
33,498
34,838
35,2167
36,1699
37,932
38,1591
39,1065
40,2175
41,1658
42,1973
43,837
44,448
45,733
46,1684
47,1936
48,2160
49,2206
50,733
1,639
2,238
3,238
4,238
5,238
6,1227
7,238
8,61
9,1676
10,854
11,837
12,238
13,2206
14,1014
15,1867
16,733
17,837
18,1436
19,2013
20,761
21,2204
22,1227
23,838
24,1699
25,838
26,539
27,757
28,1436
29,875
30,1699
31,2167
32,289
33,733
34,536
35,957
36,733
38,1658
39,838
40,2160
41,1153
42,1636
43,932
44,1973
45,2228
46,733
47,733
48,733
49,1591
1,639
2,238
3,238
4,238
5,1676
6,1227
7,61
8,238
9,854
10,238
11,2206
12,837
13,2214
14,1867
15,1014
16,238
17,1436
18,733
19,1227
20,837
21,2013
22,733
23,838
24,1436
25,761
26,2167
27,1699
28,2204
